ed_pts,ed_beds,admits,hosp_beds,vents,longest_wait,last_wait,nedocs_score
30,40,6,350,1,2.68,0.44,73.01
39,40,4,350,1,1.04,1.43,92.94
34,40,4,350,2,2.88,1.46,97.5
34,40,3,350,0,0.94,0.7,62.9
22,40,2,350,1,0.53,0.91,49.64
22,40,0,350,2,2.75,1.41,64.5
38,40,4,350,1,2.06,1.25,90.73
26,40,6,350,1,3.01,0.92,67.44
24,40,2,350,2,3.49,0.87,69.86
25,40,5,350,2,1.14,0.9,75.13
25,40,2,350,0,3.09,0.9,45.0
28,40,4,350,1,0.63,0.86,65.75
42,40,6,350,1,2.97,0.27,98.06
28,40,2,350,0,1.89,1.22,52.13
43,40,5,350,0,0.59,1.17,87.95
38,40,0,350,0,1.6,1.3,70.33
23,40,0,350,1,2.8,1.24,52.33
32,40,5,350,1,0.51,1.11,77.35
28,40,3,350,0,3.45,0.72,52.47
42,40,3,350,1,2.83,0.85,96.06
44,40,5,350,2,2.88,1.25,119.48
45,40,6,350,1,1.04,0.85,105.97
38,40,2,350,2,3.21,1.25,101.77
33,40,2,350,1,1.07,1.09,74.76
29,40,0,350,1,1.14,1.44,64.79
27,40,2,350,2,3.27,0.51,74.06
44,40,1,350,2,1.83,1.38,112.38
22,40,5,350,1,1.32,0.82,55.01
33,40,3,350,2,1.69,0.34,86.22
34,40,0,350,1,3.21,1.05,75.24
22,40,5,350,2,2.47,0.56,68.02
29,40,1,350,0,2.47,0.33,48.08
31,40,6,350,2,1.6,0.25,86.48
41,40,3,350,1,3.21,1.48,97.82
26,40,4,350,1,3.21,0.69,62.9
24,40,0,350,1,3.06,0.87,52.63
26,40,2,350,0,0.7,0.42,42.22
22,40,5,350,2,1.41,0.95,69.23
33,40,2,350,1,0.88,1.27,75.59
22,40,4,350,0,3.33,0.6,40.53
27,40,6,350,2,2.55,1.0,83.01
21,40,3,350,2,2.83,1.09,65.77
30,40,2,350,2,0.73,1.21,82.08
39,40,4,350,2,2.81,0.77,104.27
42,40,0,350,1,2.79,1.3,93.42
25,40,2,350,2,2.53,1.36,73.88
42,40,2,350,1,2.28,1.11,95.3
43,40,4,350,0,3.15,1.14,88.45
41,40,5,350,1,0.57,0.78,94.85
35,40,2,350,0,0.96,0.67,63.18
31,40,2,350,1,2.41,0.56,68.72
34,40,1,350,1,0.91,1.35,76.5
32,40,0,350,2,2.69,0.73,82.06
21,40,6,350,0,0.73,1.07,42.04
32,40,1,350,0,2.71,1.13,59.25
23,40,0,350,0,2.84,1.21,38.8
42,40,2,350,0,1.0,0.79,78.9
21,40,6,350,0,1.68,1.13,43.27
31,40,1,350,2,0.85,0.59,79.13
35,40,0,350,2,2.16,0.89,88.9
31,40,0,350,0,3.15,1.49,57.83
45,40,1,350,2,0.96,1.09,112.08
22,40,1,350,0,1.19,1.15,36.5
30,40,0,350,1,2.99,1.49,68.93
28,40,1,350,1,3.27,1.36,65.89
35,40,5,350,1,1.93,0.78,83.24
21,40,2,350,2,3.02,0.66,61.8
45,40,3,350,2,2.6,0.55,113.99
28,40,2,350,1,1.86,0.75,62.85
37,40,5,350,1,0.75,1.5,90.49
29,40,1,350,2,0.58,0.26,72.73
20,40,2,350,0,3.02,1.07,35.17
43,40,6,350,2,2.24,1.36,119.07
23,40,0,350,0,2.35,1.03,37.33
37,40,1,350,2,2.18,0.66,93.63
33,40,5,350,1,0.63,1.02,79.1
20,40,2,350,2,2.92,1.19,62.56
28,40,4,350,2,1.29,1.39,82.76
43,40,0,350,1,0.62,0.65,89.88
38,40,2,350,1,2.64,0.72,84.85
25,40,4,350,0,0.54,1.35,48.6
36,40,3,350,1,0.67,0.34,78.3
44,40,2,350,2,1.38,1.35,113.51
30,40,6,350,1,1.0,1.36,76.64
39,40,2,350,2,2.18,0.84,100.65
42,40,6,350,1,2.29,0.32,97.71
42,40,0,350,2,0.93,1.08,103.85
20,40,3,350,2,3.35,1.24,64.95
33,40,1,350,1,2.53,1.04,74.12
42,40,5,350,1,2.2,0.66,97.83
21,40,6,350,2,2.93,1.32,72.3
41,40,2,350,1,1.14,1.16,92.38
25,40,2,350,1,1.08,1.05,57.38
30,40,0,350,2,1.93,1.47,81.24
41,40,0,350,0,1.99,1.4,77.69
32,40,5,350,2,0.92,0.26,86.33
45,40,0,350,0,2.57,1.27,86.08
22,40,6,350,2,1.83,0.94,71.28
28,40,2,350,1,2.99,0.31,61.42
41,40,2,350,1,1.79,0.81,91.01
25,40,2,350,2,3.24,0.98,72.39
20,40,4,350,1,2.57,1.0,51.19
27,40,2,350,0,1.03,0.73,46.42
35,40,5,350,0,0.54,1.05,70.07
35,40,1,350,2,1.08,1.46,92.83
24,40,6,350,1,3.46,0.29,60.02
38,40,6,350,0,1.89,1.32,81.0
25,40,5,350,2,1.16,1.04,75.94
29,40,5,350,0,0.6,1.12,57.65
33,40,0,350,2,1.91,0.64,82.97
37,40,2,350,0,1.09,1.13,70.18
34,40,2,350,2,1.54,0.47,87.24
38,40,4,350,2,3.19,0.82,102.76
33,40,1,350,1,0.52,0.36,68.41
37,40,6,350,0,0.51,0.46,72.72
23,40,2,350,2,1.67,0.41,63.43
33,40,0,350,1,1.13,0.64,68.85
36,40,6,350,2,1.21,0.59,98.76
43,40,6,350,2,0.85,0.79,114.57
35,40,0,350,0,2.69,0.62,61.07
28,40,2,350,0,1.17,0.62,48.07
45,40,2,350,1,1.51,0.88,99.72
44,40,4,350,1,0.69,1.46,103.51
42,40,4,350,0,2.8,1.11,85.81
33,40,3,350,0,3.03,0.99,64.33
35,40,5,350,0,1.15,0.81,69.28
33,40,0,350,0,2.8,0.98,58.92
29,40,2,350,0,1.53,1.13,53.43
34,40,1,350,2,2.73,0.43,86.41
31,40,1,350,1,1.52,1.18,69.68
44,40,1,350,0,2.97,0.87,83.76
22,40,2,350,1,1.38,1.17,51.9
42,40,4,350,0,0.89,0.88,82.74
24,40,5,350,1,0.92,0.75,58.54
21,40,4,350,2,1.66,0.44,62.73
27,40,4,350,0,1.2,1.16,52.43
34,40,2,350,0,1.57,0.6,61.2
32,40,3,350,0,0.95,0.68,58.5
39,40,0,350,0,0.59,0.4,66.46
30,40,4,350,0,1.59,0.42,55.05
32,40,0,350,0,0.83,0.61,52.85
21,40,2,350,0,0.55,0.57,32.2
21,40,4,350,2,3.32,1.0,67.43
31,40,3,350,0,2.66,1.23,61.05
29,40,2,350,1,0.83,0.65,63.47
30,40,2,350,1,2.69,0.35,65.65
24,40,6,350,0,1.51,0.88,48.13
31,40,4,350,0,1.29,1.39,62.39
40,40,5,350,0,3.46,1.16,84.13
24,40,2,350,0,3.06,0.54,40.8
35,40,2,350,2,1.95,0.8,91.63
32,40,1,350,0,2.05,1.37,59.99
43,40,3,350,1,3.17,1.43,101.79
41,40,3,350,2,2.47,0.43,104.61
39,40,1,350,0,1.48,1.23,73.68
27,40,2,350,1,2.79,0.78,61.74
33,40,2,350,2,3.33,1.0,89.75
45,40,5,350,0,3.06,1.41,95.89
39,40,1,350,2,1.99,0.5,96.84
43,40,6,350,2,1.93,0.86,115.97
39,40,0,350,2,1.51,0.99,97.44
31,40,6,350,1,0.9,1.47,79.31
41,40,1,350,0,2.73,0.75,76.43
41,40,2,350,2,1.68,0.98,105.26
42,40,5,350,2,1.54,0.26,108.36
24,40,4,350,2,1.66,0.68,70.52
41,40,3,350,2,1.78,0.41,103.86
21,40,2,350,0,2.56,0.85,35.65
26,40,5,350,2,2.45,0.81,77.99
38,40,3,350,2,0.63,0.95,99.4
22,40,0,350,2,1.04,0.97,60.43
25,40,2,350,2,2.8,1.38,74.24
42,40,1,350,1,2.69,0.71,91.71
38,40,5,350,1,0.7,0.67,87.91
39,40,5,350,2,0.92,0.68,103.72
44,40,4,350,0,2.34,1.21,90.24
27,40,6,350,0,3.13,1.14,57.54
45,40,0,350,1,2.91,1.23,99.57
36,40,6,350,1,0.78,0.82,86.26
28,40,0,350,0,1.33,1.01,46.99
32,40,2,350,0,2.33,0.48,56.94
33,40,5,350,0,1.45,0.4,62.96
39,40,1,350,2,3.41,1.39,103.18
21,40,5,350,1,0.83,1.42,55.8
23,40,1,350,2,0.94,0.82,63.35
20,40,4,350,1,1.96,1.43,53.05
33,40,3,350,1,1.26,0.72,74.56
41,40,5,350,2,3.48,0.74,110.73
23,40,3,350,2,1.63,1.29,70.07
22,40,0,350,2,1.58,1.16,62.0
29,40,5,350,2,2.36,1.25,86.82
23,40,5,350,2,2.76,0.74,71.45
26,40,5,350,2,1.45,1.3,79.82
20,40,5,350,2,3.04,1.28,68.32
44,40,4,350,1,2.04,0.4,98.79
24,40,6,350,0,0.63,1.3,49.68
34,40,4,350,0,2.93,0.95,67.87
43,40,6,350,2,1.12,0.92,115.55
25,40,2,350,2,1.92,0.61,69.08
34,40,0,350,1,1.71,1.33,75.42
26,40,5,350,2,3.4,1.4,82.2
26,40,2,350,2,1.73,0.73,71.72
27,40,0,350,0,1.42,1.17,45.83
35,40,5,350,2,1.83,1.05,98.07
41,40,5,350,2,1.65,0.47,107.5
31,40,3,350,2,1.25,0.8,84.11
42,40,3,350,2,2.98,0.61,108.24
20,40,2,350,1,3.21,0.96,48.13
36,40,2,350,1,0.54,0.92,79.74
27,40,6,350,0,1.98,0.54,53.09
40,40,6,350,0,1.89,0.41,80.16
30,40,6,350,0,2.96,0.35,59.36
40,40,4,350,0,1.1,0.26,75.15
39,40,2,350,2,0.88,1.2,101.47
23,40,6,350,2,0.58,1.46,75.19
25,40,6,350,2,1.69,1.19,78.99
41,40,0,350,0,1.57,0.88,74.37
27,40,4,350,1,2.24,1.35,67.87
22,40,5,350,2,1.4,0.62,67.36
20,40,6,350,2,0.87,0.26,62.26
29,40,6,350,0,3.16,0.46,58.02
30,40,6,350,0,1.6,1.27,63.29
26,40,4,350,2,3.35,1.2,79.31
26,40,3,350,2,1.01,1.32,76.1
27,40,2,350,0,1.78,0.42,45.37
38,40,3,350,1,2.32,0.45,84.75
42,40,1,350,1,3.01,0.54,91.05
22,40,5,350,0,1.2,1.15,43.36
44,40,2,350,2,1.04,0.78,109.97
26,40,1,350,1,3.04,0.78,58.11
38,40,1,350,0,1.43,1.16,71.1
39,40,2,350,1,1.3,0.82,86.32
41,40,2,350,2,0.86,0.48,101.68
43,40,5,350,2,2.76,0.56,113.33
22,40,1,350,0,2.57,1.39,39.13
36,40,5,350,0,1.96,1.04,73.48
22,40,5,350,2,1.47,0.49,66.69
40,40,5,350,1,1.95,1.38,97.37
35,40,5,350,1,1.95,0.85,83.65
25,40,4,350,2,2.28,1.18,76.06
26,40,4,350,1,1.17,0.84,61.85
38,40,4,350,1,3.22,1.03,90.57
35,40,2,350,0,2.31,0.27,62.17
38,40,5,350,0,3.44,0.58,76.55
43,40,5,350,0,0.51,0.85,86.07
41,40,0,350,2,2.12,0.61,100.16
29,40,4,350,0,3.4,0.52,55.16
43,40,1,350,1,2.88,0.84,94.77
20,40,6,350,1,3.35,1.26,56.81
34,40,5,350,1,0.5,0.26,76.83
39,40,2,350,2,1.86,1.14,102.04
34,40,3,350,2,1.5,0.59,89.6
25,40,2,350,2,0.52,1.3,71.67
25,40,4,350,1,1.79,1.12,61.86
39,40,0,350,1,2.83,0.55,82.79
27,40,4,350,1,1.84,0.67,63.66
28,40,0,350,0,2.76,0.32,44.43
39,40,3,350,1,1.86,0.44,86.41
25,40,0,350,1,2.23,1.0,54.74
21,40,6,350,2,2.89,0.71,68.82
32,40,4,350,1,1.86,0.91,75.76
27,40,2,350,0,1.29,1.49,50.95
45,40,4,350,1,0.84,1.47,105.85
45,40,2,350,1,1.8,1.04,100.89
39,40,2,350,1,2.54,1.46,91.08
32,40,1,350,0,1.42,1.22,58.56
39,40,4,350,1,2.86,1.01,92.27
44,40,5,350,0,0.93,0.77,88.16
25,40,1,350,2,1.85,0.31,65.61
44,40,1,350,2,2.38,1.06,111.09
30,40,2,350,2,1.85,1.42,84.31
39,40,5,350,1,0.6,0.38,88.33
33,40,3,350,0,2.14,0.34,59.84
44,40,6,350,0,1.41,1.18,92.63
23,40,1,350,1,2.34,1.26,53.73
31,40,5,350,2,2.76,0.77,88.78
39,40,3,350,0,3.49,1.35,79.66
42,40,4,350,1,0.54,1.38,98.63
25,40,6,350,0,2.98,1.05,52.6
25,40,6,350,1,1.25,0.26,59.94
21,40,2,350,2,1.36,0.81,61.11
23,40,3,350,2,1.86,0.28,64.59
32,40,2,350,0,0.83,0.33,54.7
35,40,0,350,2,0.73,0.9,87.63
38,40,3,350,1,2.84,0.65,86.36
30,40,5,350,2,0.5,1.33,87.69
35,40,6,350,2,0.68,0.42,95.16
43,40,5,350,0,3.09,1.36,91.35
29,40,1,350,0,3.47,0.98,52.67
32,40,0,350,0,2.06,0.81,55.12
34,40,5,350,2,2.92,0.36,93.05
28,40,6,350,0,0.61,1.34,58.47
33,40,0,350,2,2.22,0.73,83.77
35,40,1,350,2,1.62,0.98,90.62
23,40,5,350,2,3.2,1.02,73.44
21,40,1,350,2,2.61,1.04,61.85
30,40,5,350,1,0.53,0.69,70.71
39,40,0,350,2,3.32,1.06,99.52
39,40,1,350,1,0.93,0.68,83.47
31,40,1,350,1,1.16,0.86,67.54
39,40,4,350,0,1.42,0.87,76.74
29,40,6,350,2,3.02,0.98,87.63
45,40,1,350,0,1.39,0.49,82.3
44,40,3,350,2,1.83,0.82,112.65
24,40,2,350,1,0.53,1.25,55.85
22,40,4,350,2,2.89,1.49,71.94
42,40,2,350,2,2.28,1.22,109.32
43,40,1,350,2,3.46,0.53,106.96
36,40,1,350,2,1.08,0.83,91.42
24,40,2,350,2,3.04,1.07,70.57
28,40,3,350,1,1.57,0.47,62.71
37,40,4,350,0,1.5,0.76,71.9
20,40,1,350,2,2.76,1.34,61.54
41,40,2,350,0,3.3,0.63,78.0
21,40,3,350,0,2.12,0.48,34.87
36,40,4,350,1,2.38,1.18,86.35
26,40,4,350,0,2.78,0.83,49.89
35,40,5,350,1,1.75,1.0,84.31
40,40,5,350,0,3.2,1.05,83.27
42,40,3,350,0,3.49,1.44,86.6
33,40,6,350,1,1.72,0.86,80.92
40,40,5,350,2,2.98,0.4,106.2
38,40,5,350,1,1.21,0.41,86.92
38,40,6,350,1,3.33,0.56,91.45
22,40,3,350,0,2.87,0.73,39.12
22,40,0,350,2,1.72,1.33,63.09
43,40,2,350,0,1.72,0.41,79.58
34,40,4,350,1,2.08,1.05,81.04
33,40,5,350,0,1.15,0.82,65.05
32,40,3,350,2,1.36,0.57,85.06
37,40,2,350,0,0.95,1.22,70.56
61,40,8,350,4,8.51,2.16,198.26
62,40,18,350,3,3.25,1.91,197.84
57,40,13,350,4,4.88,4.39,207.45
48,40,17,350,5,3.63,4.08,205.49
50,40,15,350,5,4.12,2.08,195.53
50,40,15,350,3,4.18,2.5,171.15
56,40,8,350,3,7.35,1.8,171.02
70,40,10,350,3,5.15,2.0,203.56
60,40,8,350,4,7.32,2.49,196.87
53,40,16,350,5,5.14,2.45,206.71
59,40,14,350,3,7.63,1.76,187.78
58,40,18,350,3,8.95,1.98,194.96
75,40,8,350,3,7.74,3.83,223.59
47,40,14,350,3,4.93,1.7,159.19
67,40,10,350,3,5.93,1.7,196.16
63,40,18,350,5,6.95,2.24,232.09
61,40,12,350,3,8.52,4.11,202.72
66,40,14,350,4,4.65,4.37,228.14
50,40,9,350,3,5.32,3.96,170.16
57,40,13,350,5,3.15,4.01,217.1
73,40,14,350,3,8.79,2.75,224.47
48,40,11,350,5,7.49,4.11,198.96
56,40,8,350,4,6.55,4.14,196.88
57,40,7,350,3,7.5,3.33,180.22
54,40,11,350,3,8.93,2.45,177.01
64,40,10,350,4,6.56,3.43,213.47
63,40,10,350,5,3.42,1.66,211.82
48,40,7,350,5,3.32,2.14,177.12
46,40,13,350,4,4.38,2.08,170.36
62,40,16,350,5,4.02,2.3,224.13
63,40,14,350,4,7.15,3.83,220.99
69,40,15,350,3,3.17,3.33,215.65
68,40,11,350,4,7.13,3.92,227.06
66,40,11,350,4,7.28,4.29,224.99
63,40,10,350,5,7.71,3.25,224.78
66,40,11,350,3,6.41,2.68,201.7
64,40,11,350,4,5.63,4.24,218.89
52,40,12,350,5,7.68,3.05,203.46
75,40,16,350,5,7.05,4.06,264.76
56,40,7,350,5,7.85,3.08,203.79
64,40,17,350,4,6.4,2.25,218.66
58,40,7,350,5,5.11,4.12,211.4
70,40,18,350,3,6.12,3.45,226.36
72,40,18,350,4,6.0,3.34,243.31
68,40,16,350,4,3.23,3.95,232.17
64,40,15,350,4,5.76,3.27,220.39
75,40,17,350,5,8.85,4.35,269.78
71,40,16,350,4,7.18,4.09,243.07
65,40,12,350,4,4.47,3.98,220.2
50,40,16,350,5,6.02,3.13,204.93
47,40,7,350,5,7.02,2.2,178.75
75,40,8,350,4,6.0,3.49,233.45
46,40,13,350,4,8.75,4.49,188.02
57,40,13,350,5,4.44,3.53,215.59
52,40,15,350,4,6.83,4.1,200.33
67,40,17,350,3,5.15,3.39,216.97
67,40,13,350,4,5.23,2.25,217.15
65,40,17,350,5,8.4,2.69,238.55
48,40,14,350,4,4.78,2.25,177.7
55,40,8,350,4,8.99,3.11,191.19
49,40,12,350,4,5.7,3.57,184.71
47,40,7,350,5,5.26,3.66,185.35
70,40,10,350,4,4.05,4.07,227.61
65,40,16,350,3,8.54,3.25,213.33
56,40,10,350,5,7.73,3.74,212.55
47,40,18,350,5,6.75,2.67,200.01
71,40,7,350,4,7.36,2.04,216.25
57,40,7,350,5,6.62,4.26,211.45
47,40,8,350,4,8.23,2.39,169.26
53,40,11,350,3,4.83,3.01,174.21
72,40,17,350,5,5.98,2.24,248.78
47,40,11,350,5,7.49,4.18,197.21
53,40,12,350,4,6.0,1.73,183.19
47,40,18,350,3,7.26,2.5,172.72
70,40,18,350,4,5.6,3.21,237.92
54,40,10,350,3,3.48,2.43,170.11
53,40,8,350,3,5.55,1.76,162.69
50,40,9,350,3,8.08,2.05,161.95
57,40,10,350,4,4.44,1.62,186.27
70,40,13,350,3,8.11,1.79,210.27
59,40,16,350,5,4.12,3.43,224.16
61,40,11,350,5,6.53,3.28,221.27
58,40,18,350,3,6.99,3.06,199.23
57,40,11,350,3,6.94,2.05,179.34
66,40,17,350,3,5.72,3.46,215.75
71,40,7,350,4,6.77,2.13,216.2
60,40,18,350,5,6.44,4.33,236.97
48,40,18,350,3,5.01,3.79,180.05
67,40,17,350,4,7.46,3.52,233.25
54,40,15,350,5,5.84,3.96,216.31
52,40,11,350,4,4.78,2.15,180.57
63,40,7,350,3,6.07,1.79,183.08
46,40,14,350,3,6.62,1.71,158.67
73,40,15,350,3,8.48,1.85,220.82
46,40,17,350,3,5.61,1.83,163.55
55,40,12,350,3,5.41,2.53,178.05
70,40,15,350,4,3.73,1.84,223.31
48,40,9,350,3,6.66,1.6,153.81
62,40,11,350,3,8.24,4.14,203.06
70,40,14,350,3,4.31,2.21,210.82
67,40,17,350,4,8.28,1.89,224.82
60,40,7,350,3,3.74,3.48,184.01
62,40,8,350,4,7.34,4.18,210.71
54,40,9,350,4,8.78,4.07,195.98
63,40,8,350,5,5.77,4.23,225.07
54,40,12,350,3,3.75,4.31,184.4
51,40,10,350,4,8.57,2.28,180.97
72,40,16,350,5,7.49,2.05,247.4
62,40,15,350,5,5.24,3.5,230.32
48,40,16,350,4,7.15,2.91,187.05
51,40,11,350,3,3.93,2.73,167.5
62,40,15,350,4,3.89,2.37,209.29
70,40,12,350,5,5.85,4.16,246.62
66,40,17,350,5,7.97,4.29,249.32
50,40,15,350,3,7.08,2.05,171.31
64,40,10,350,5,5.57,4.21,230.35
73,40,15,350,3,6.64,2.9,225.03
48,40,18,350,3,4.65,4.43,183.33
64,40,7,350,4,3.55,3.96,208.52
65,40,17,350,5,8.54,4.1,246.63
73,40,9,350,4,8.93,1.82,224.18
69,40,10,350,4,6.18,1.91,215.27
62,40,12,350,5,5.96,1.78,216.14
51,40,8,350,5,4.51,3.72,195.28
49,40,9,350,3,4.49,3.69,165.72
52,40,8,350,4,4.0,4.15,185.98
66,40,9,350,3,5.59,3.78,203.72
69,40,10,350,3,8.98,3.65,214.29
48,40,7,350,4,5.37,3.79,174.93
51,40,18,350,4,3.41,2.73,192.42
47,40,9,350,5,6.26,2.37,182.43
60,40,11,350,5,5.42,3.21,217.7
59,40,7,350,3,5.18,1.89,174.23
60,40,14,350,3,8.52,4.46,205.98
73,40,9,350,5,5.99,3.64,245.11
60,40,7,350,5,7.07,3.44,213.68
47,40,18,350,4,4.25,2.6,183.89
55,40,14,350,5,5.95,4.39,219.27
59,40,10,350,5,7.92,3.06,215.32
48,40,8,350,4,3.36,2.16,165.58
61,40,18,350,3,5.26,1.94,197.74
66,40,9,350,4,4.67,3.6,215.25
60,40,8,350,3,3.19,2.04,177.09
52,40,10,350,5,5.8,2.74,196.53
70,40,15,350,3,6.87,3.55,222.48
72,40,14,350,5,8.2,2.63,247.9
64,40,8,350,3,3.76,1.65,184.0
73,40,11,350,5,6.49,3.73,249.52
74,40,16,350,4,8.09,2.32,240.37
55,40,8,350,4,7.78,1.84,182.9
49,40,15,350,4,5.9,2.93,186.43
53,40,7,350,5,7.49,3.81,201.14
56,40,12,350,5,4.82,3.05,209.38
49,40,16,350,4,5.76,2.77,187.11
52,40,8,350,3,4.03,1.55,157.94
51,40,13,350,3,3.61,2.81,171.09
63,40,14,350,5,6.74,4.27,236.49
52,40,13,350,3,3.39,4.01,179.79
61,40,17,350,5,5.25,4.18,235.45
58,40,12,350,5,7.98,3.7,220.27
48,40,13,350,5,4.56,1.67,185.91
63,40,13,350,3,6.0,2.72,198.54
75,40,15,350,5,6.46,3.25,257.93
75,40,10,350,3,8.66,3.01,223.25
69,40,11,350,4,6.69,4.0,229.24
62,40,11,350,4,8.77,4.15,217.01
54,40,9,350,4,6.65,2.48,185.03
73,40,7,350,3,5.72,3.73,215.14
56,40,14,350,4,5.11,3.75,203.62
46,40,13,350,3,6.56,3.9,169.25
72,40,7,350,3,3.26,3.1,207.16
61,40,12,350,4,5.1,2.38,203.18
52,40,13,350,5,4.66,3.67,205.86
73,40,7,350,3,8.55,4.38,221.44
73,40,14,350,4,4.66,4.26,242.55
55,40,7,350,5,4.04,3.69,201.54
67,40,17,350,5,8.21,4.34,251.97
54,40,17,350,4,3.5,2.3,194.8
48,40,13,350,3,5.01,4.01,172.72
64,40,8,350,3,8.5,2.83,195.06
61,40,7,350,4,7.18,2.62,197.9
60,40,17,350,4,6.33,4.19,220.96
63,40,17,350,3,8.25,1.74,201.96
67,40,10,350,4,5.33,4.17,222.93
75,40,16,350,5,4.27,3.92,261.38
59,40,7,350,5,7.65,4.4,217.49
67,40,13,350,5,3.67,2.61,231.13
67,40,8,350,3,8.78,2.8,201.59
55,40,14,350,3,3.98,1.59,174.84
52,40,14,350,3,5.92,3.16,179.07
58,40,8,350,4,6.66,4.21,201.66
64,40,8,350,4,7.48,2.7,206.78
75,40,8,350,3,6.9,4.33,225.63
49,40,15,350,3,5.44,2.93,172.6
72,40,10,350,5,5.63,2.76,239.39
58,40,10,350,4,5.75,1.74,190.31
74,40,9,350,3,4.91,2.08,210.66
53,40,7,350,5,8.71,4.34,205.26
65,40,9,350,5,3.42,3.73,226.07
58,40,8,350,5,3.18,1.99,199.31
55,40,15,350,5,8.84,3.48,218.54
67,40,10,350,3,8.5,2.72,204.3
64,40,7,350,5,6.75,4.36,227.15
58,40,9,350,3,6.83,1.98,177.56
48,40,7,350,3,7.96,4.45,167.66
63,40,8,350,3,7.9,4.28,200.54
71,40,13,350,4,7.74,1.84,225.76
49,40,14,350,3,3.87,2.41,166.5
66,40,18,350,4,8.28,4.36,238.32
61,40,12,350,3,5.09,4.23,200.21
70,40,13,350,5,4.03,1.51,231.7
66,40,18,350,3,5.17,2.24,210.07
58,40,13,350,3,8.93,3.78,196.52
47,40,9,350,4,4.37,2.05,165.47
48,40,9,350,4,4.81,2.66,171.46
60,40,13,350,5,6.55,3.95,226.36
60,40,12,350,5,8.1,3.65,224.39
69,40,14,350,3,5.91,3.45,217.16
53,40,11,350,5,4.7,3.97,206.3
48,40,15,350,4,7.43,3.35,188.08
54,40,14,350,5,8.2,3.36,213.41
48,40,8,350,4,3.71,2.52,167.94
58,40,10,350,5,8.57,2.68,211.64
52,40,9,350,5,5.46,2.99,195.91
54,40,11,350,4,7.32,3.06,192.35
52,40,7,350,4,4.31,3.35,180.04
75,40,17,350,5,6.25,3.29,261.39
49,40,18,350,5,3.68,3.63,206.86
55,40,9,350,4,5.57,3.5,191.92
71,40,16,350,3,7.08,4.26,230.53
62,40,10,350,5,7.44,2.71,219.34
72,40,18,350,4,8.69,3.11,244.52
73,40,18,350,3,6.24,4.09,236.51
47,40,18,350,5,4.46,4.49,208.14
68,40,7,350,4,4.8,3.38,214.99
64,40,11,350,4,3.91,4.31,217.68
59,40,12,350,3,8.48,2.69,190.38
64,40,14,350,5,3.88,2.7,227.12
60,40,10,350,4,5.07,3.71,205.08
58,40,8,350,5,6.6,3.47,210.83
69,40,17,350,5,5.17,4.41,253.83
46,40,9,350,3,5.67,3.52,159.42
73,40,14,350,3,8.49,2.64,223.57
53,40,17,350,5,4.0,4.22,217.35
50,40,13,350,3,4.53,2.46,167.82
56,40,10,350,4,6.9,3.52,197.13
62,40,13,350,3,3.18,3.39,197.55
60,40,10,350,5,8.9,3.83,222.72
67,40,14,350,3,8.97,2.81,212.11
59,40,11,350,5,5.36,1.51,205.91
59,40,9,350,5,6.61,3.49,214.81
74,40,9,350,4,7.62,3.27,233.29
67,40,17,350,5,6.81,4.34,250.67
74,40,15,350,3,7.41,4.14,234.89
66,40,14,350,5,7.47,2.5,233.62
59,40,8,350,3,3.75,3.79,185.33
69,40,11,350,3,8.07,3.64,215.1
59,40,16,350,4,3.67,3.39,210.12
73,40,7,350,4,7.17,2.32,221.94
46,40,13,350,5,5.22,2.34,186.01
56,40,10,350,3,8.7,2.48,179.54
55,40,10,350,5,6.55,3.12,205.81
67,40,14,350,3,4.41,4.4,216.83
58,40,17,350,3,3.69,3.07,194.5
49,40,16,350,3,7.57,1.9,170.49
73,40,8,350,5,5.39,3.26,240.7
61,40,15,350,3,8.7,2.64,199.74
73,40,13,350,3,7.69,1.56,215.02
49,40,16,350,4,4.75,2.93,187.08
52,40,9,350,3,5.76,3.67,173.22
56,40,16,350,3,3.55,3.71,191.97
49,40,10,350,4,8.37,2.14,175.7
64,40,10,350,5,7.86,2.97,225.48
72,40,12,350,3,8.49,4.21,226.85
52,40,10,350,3,5.44,3.44,173.34
73,40,8,350,3,7.64,4.03,220.33
61,40,17,350,4,8.31,4.19,224.95
55,40,8,350,4,7.96,1.82,182.96
69,40,7,350,4,4.6,2.44,211.64
46,40,15,350,5,3.92,1.62,184.17
49,40,13,350,5,5.29,1.52,187.88
47,40,13,350,5,5.23,4.35,199.5
73,40,11,350,3,3.34,2.21,211.21
51,40,16,350,4,7.66,4.2,201.24
74,40,13,350,4,8.98,3.77,244.23
68,40,12,350,5,7.15,2.97,236.83
53,40,13,350,3,7.46,4.19,186.74
66,40,16,350,4,7.73,1.8,219.94
66,40,17,350,5,6.49,4.28,247.89
63,40,13,350,3,4.56,4.35,206.4
64,40,11,350,3,5.71,2.38,195.07
50,40,13,350,4,3.66,2.51,180.7
72,40,10,350,3,4.84,1.84,206.66
56,40,15,350,3,5.1,2.18,183.07
72,40,15,350,5,5.3,3.08,249.45
69,40,16,350,3,4.1,3.47,219.02
60,40,12,350,5,6.93,1.89,213.38
68,40,9,350,4,6.1,3.83,222.16
52,40,10,350,3,8.71,3.68,177.74
68,40,10,350,5,4.78,2.35,227.7
70,40,18,350,5,5.76,2.01,244.7
59,40,17,350,5,7.68,2.38,223.26
59,40,8,350,5,6.98,3.89,215.7
