Date,Hospital_Type,Daily_Status_Label,Simulated_Month,Agricultural_Season_Phase,Total_Patient_Volume,NEDOCS_Total_Score,ED_Total_Beds,Hospital_Total_Beds,Total_Patients_in_ED,Patients_Waiting_for_Admit_Bed,Longest_Admit_Wait_Time_Minutes,Admitted_Patients_Waiting_in_ED,ED_Respirators_in_Use,Average_Wait_Time_Mins,Bed_Occupancy_Rate_%,Active_Doctors_On_Shift,Active_Nurses_On_Shift,Dominant_Chief_Complaint,High_Acuity_ESI_1_2_%,Average_Patient_Age,Pediatric_Patient_%,Geriatric_Patient_%,Migrant_Laborer_Patient_%,Agricultural_Trauma_Patient_%,Toxicology_Animal_Bite_%,Air_Quality_Index_AQI,Weather_Condition,Avg_Temperature_C
2007-09-15,Small Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,46,78,3,10,21,11,96,6,1,96,82.0,3,6,Viral Fever,3.7,30.9,33.5,17.9,31.0,15.3,4.2,346,Warm/Humid,13.1
2007-09-16,Big Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,112,12,15,100,43,2,78,1,1,39,63.9,13,46,Routine Antenatal / Minor Infection / General Checkup,7.7,48.6,33.8,35.7,7.0,5.7,13.6,101,Clear / Pleasant,27.5
2007-09-16,Small Rural (Delhi Outskirts),Slightly Busy,7,Off-Season / Sowing,46,56,3,10,20,13,65,11,0,65,85.5,2,6,Gastroenteritis,2.5,59.1,26.8,31.4,6.9,4.8,12.2,232,Warm/Humid,25.4
2007-09-17,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,55,22,15,100,27,1,117,0,3,39,43.1,18,35,Routine Antenatal / Minor Infection / General Checkup,5.4,55.8,30.5,26.1,20.1,15.2,2.4,129,Clear / Pleasant,20.2
2007-09-17,Small Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,54,74,3,10,18,10,110,9,0,110,79.2,3,4,Viral Fever,4.3,38.6,16.9,20.2,7.5,5.9,18.3,221,Dust Storm,41.7
2007-09-18,Big Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,145,31,15,100,58,1,32,0,2,32,55.9,18,49,Routine Antenatal / Minor Infection / General Checkup,8.9,34.1,17.1,38.1,2.4,5.3,4.0,127,Clear / Pleasant,27.7
2007-09-18,Small Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,46,82,3,10,17,9,144,7,1,48,93.1,2,6,Pesticide Exposure (Mild),0.6,45.1,21.7,37.4,5.3,5.3,20.0,340,Dust Storm,14.3
2007-09-19,Big Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,225,51,15,100,78,36,58,30,3,58,71.1,14,34,Viral Fever,4.0,54.1,17.9,20.9,4.4,6.3,3.6,310,Warm/Humid,16.6
2007-09-19,Small Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,50,98,3,10,13,4,106,3,1,106,81.9,2,4,Pesticide Exposure (Mild),3.3,44.6,23.2,21.4,5.9,2.7,1.4,249,Light Rain,36.1
2007-09-20,Big Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,245,85,15,100,54,28,90,20,4,90,86.9,14,27,Gastroenteritis,14.6,48.3,33.7,19.8,4.3,7.0,2.7,183,Dry Cold,37.2
2007-09-20,Small Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,25,16,3,10,8,1,27,0,1,9,63.3,2,7,Routine Antenatal / Minor Infection / General Checkup,0.3,40.3,31.1,24.3,4.3,6.4,2.4,76,Clear / Pleasant,25.8
2007-09-21,Big Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,129,4,15,100,51,2,24,1,4,8,39.5,13,35,Routine Antenatal / Minor Infection / General Checkup,11.2,51.6,27.4,20.5,7.2,5.8,2.9,139,Clear / Pleasant,30.1
2007-09-21,Small Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,54,68,3,10,19,8,138,6,1,46,79.8,1,4,Gastroenteritis,1.4,52.7,27.1,39.3,9.9,6.9,1.5,228,Warm/Humid,32.9
2007-09-22,Big Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,210,56,15,100,52,34,148,23,3,74,87.6,20,42,Minor Farm Trauma,3.7,55.4,34.5,38.9,3.5,7.8,1.9,160,Light Rain,27.3
2007-09-22,Small Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,48,58,3,10,17,6,342,5,1,114,77.0,2,5,Gastroenteritis,2.2,47.8,23.1,26.8,7.1,4.6,12.1,270,Light Rain,14.0
2007-09-23,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,118,27,15,100,42,1,29,0,4,29,31.0,16,44,Routine Antenatal / Minor Infection / General Checkup,13.0,40.4,20.0,16.6,28.3,15.5,2.6,62,Clear / Pleasant,30.4
2007-09-23,Small Rural (Delhi Outskirts),Slightly Busy,10,Active Harvest Season,57,75,3,10,26,15,113,14,0,113,81.9,3,8,Viral Fever,1.6,32.3,19.8,19.5,26.7,18.7,3.7,243,Light Rain,19.8
2007-09-24,Big Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,63,43,15,100,20,2,37,1,2,37,41.2,13,39,Routine Antenatal / Minor Infection / General Checkup,3.1,39.3,31.1,18.8,39.6,21.7,3.6,109,Clear / Pleasant,30.8
2007-09-24,Small Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,26,50,3,10,10,2,30,1,1,15,67.5,2,4,Routine Antenatal / Minor Infection / General Checkup,4.9,46.2,17.2,30.6,17.4,22.5,2.6,60,Clear / Pleasant,23.7
2007-09-25,Big Rural (Delhi Outskirts),Extremely Busy,4,Active Harvest Season,263,122,15,100,97,38,221,26,5,221,97.5,10,34,Severe Heatstroke / Thresher Accidents,6.5,35.6,24.7,29.5,28.5,20.0,1.7,218,Extreme Heatwave (Harvesting),40.5
2007-09-25,Small Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,19,37,3,10,9,2,42,1,1,21,35.2,1,8,Routine Antenatal / Minor Infection / General Checkup,0.3,31.7,17.4,34.3,38.0,19.5,1.6,114,Clear / Pleasant,26.3
2007-09-26,Big Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,149,47,15,100,71,2,69,1,3,23,43.7,20,36,Routine Antenatal / Minor Infection / General Checkup,4.3,33.5,16.4,34.3,18.1,13.2,1.2,95,Clear / Pleasant,30.7
2007-09-26,Small Rural (Delhi Outskirts),Extremely Busy,10,Active Harvest Season,85,169,3,10,17,10,1071,8,1,357,98.8,3,7,Severe COPD / Asthma (Stubble Smoke),1.5,42.5,21.1,27.4,32.1,11.7,2.9,952,Heavy Smog / Post-Harvest Burning,24.5
2007-09-27,Big Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,66,38,15,100,32,1,10,0,2,5,43.6,18,25,Routine Antenatal / Minor Infection / General Checkup,3.1,38.5,18.5,28.9,17.0,15.2,4.8,75,Clear / Pleasant,29.2
2007-09-27,Small Rural (Delhi Outskirts),Extremely Busy,4,Active Harvest Season,93,173,3,10,21,13,591,11,0,197,99.3,1,3,Severe Heatstroke / Thresher Accidents,1.2,53.7,17.8,15.2,25.4,15.7,1.6,236,Extreme Heatwave (Harvesting),45.7
2007-09-28,Big Rural (Delhi Outskirts),Slightly Busy,1,Off-Season / Sowing,192,96,15,100,88,60,321,38,2,107,87.4,20,46,Viral Fever,9.5,54.0,17.8,18.8,8.2,4.1,4.8,276,Light Rain,29.5
2007-09-28,Small Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,24,32,3,10,8,1,18,0,0,18,52.2,1,7,Routine Antenatal / Minor Infection / General Checkup,4.1,43.6,24.4,19.6,24.5,12.9,2.7,86,Clear / Pleasant,24.3
2007-09-29,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,82,16,15,100,38,0,39,0,3,13,55.9,11,47,Routine Antenatal / Minor Infection / General Checkup,6.8,43.9,20.9,18.7,34.3,19.5,2.9,82,Clear / Pleasant,23.2
2007-09-29,Small Rural (Delhi Outskirts),Slightly Busy,1,Off-Season / Sowing,50,58,3,10,10,4,222,3,0,111,72.0,1,4,Gastroenteritis,3.6,51.4,24.4,25.5,8.1,3.7,2.6,256,Warm/Humid,25.4
2007-09-30,Big Rural (Delhi Outskirts),Slightly Busy,7,Off-Season / Sowing,206,60,15,100,84,34,336,29,2,112,75.0,17,43,Minor Farm Trauma,6.4,55.1,23.7,22.2,7.5,2.9,12.2,273,Warm/Humid,28.4
2007-09-30,Small Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,28,11,3,10,6,1,28,0,0,28,30.4,1,4,Routine Antenatal / Minor Infection / General Checkup,3.0,30.0,33.0,24.4,8.4,7.0,3.4,105,Clear / Pleasant,21.5
2007-10-01,Big Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,230,100,15,100,112,57,249,52,3,83,87.7,10,38,Pesticide Exposure (Mild),12.0,46.7,22.2,30.5,6.3,2.3,12.6,307,Dry Cold,34.7
2007-10-01,Small Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,32,12,3,10,13,2,30,1,1,15,65.1,2,7,Routine Antenatal / Minor Infection / General Checkup,3.7,41.2,30.3,27.5,4.9,3.8,19.4,78,Clear / Pleasant,20.6
2007-10-02,Big Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,70,17,15,100,15,1,39,0,3,13,31.6,11,36,Routine Antenatal / Minor Infection / General Checkup,9.8,38.7,17.1,15.8,7.7,4.7,2.3,104,Clear / Pleasant,25.0
2007-10-02,Small Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,22,43,3,10,6,0,66,0,1,33,35.2,2,4,Routine Antenatal / Minor Infection / General Checkup,2.3,39.4,34.4,27.9,15.5,15.1,4.8,116,Clear / Pleasant,26.3
2007-10-03,Big Rural (Delhi Outskirts),Slightly Busy,12,Off-Season / Sowing,216,74,15,100,71,46,100,32,4,50,87.6,15,46,Gastroenteritis,14.7,30.6,26.3,33.2,5.5,8.0,1.7,295,Dry Cold,40.4
2007-10-03,Small Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,28,34,3,10,9,0,22,0,0,11,57.3,3,5,Routine Antenatal / Minor Infection / General Checkup,4.8,51.1,15.2,30.5,9.2,2.5,3.9,74,Clear / Pleasant,27.1
2007-10-04,Big Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,154,94,15,100,63,32,141,22,4,47,73.5,14,32,Viral Fever,9.1,52.6,28.8,15.6,9.9,6.8,3.4,335,Warm/Humid,41.9
2007-10-04,Small Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,58,85,3,10,23,14,170,10,1,85,80.6,2,7,Viral Fever,0.5,60.0,23.3,23.9,6.1,4.7,9.4,337,Dry Cold,21.2
2007-10-05,Big Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,187,72,15,100,52,21,198,14,4,99,78.7,18,35,Pesticide Exposure (Mild),9.2,40.9,25.4,22.7,7.9,5.4,2.3,319,Dry Cold,17.6
2007-10-05,Small Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,22,14,3,10,4,1,36,0,1,12,49.6,2,8,Routine Antenatal / Minor Infection / General Checkup,3.0,59.0,18.9,29.3,4.3,6.0,3.5,96,Clear / Pleasant,29.5
2007-10-06,Big Rural (Delhi Outskirts),Extremely Busy,11,Active Harvest Season,344,113,15,100,89,51,255,41,6,255,98.6,10,16,Severe COPD / Asthma (Stubble Smoke),13.8,33.4,24.1,32.8,32.0,22.9,1.8,748,Heavy Smog / Post-Harvest Burning,27.8
2007-10-06,Small Rural (Delhi Outskirts),Slightly Busy,10,Active Harvest Season,36,53,3,10,8,2,306,1,0,102,90.3,1,8,Minor Farm Trauma,1.7,58.4,23.3,32.3,31.2,13.8,3.4,166,Dry Cold,39.1
2007-10-07,Big Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,146,33,15,100,33,2,120,1,4,40,51.0,19,39,Routine Antenatal / Minor Infection / General Checkup,9.2,50.3,30.4,30.9,8.9,2.1,1.2,82,Clear / Pleasant,22.6
2007-10-07,Small Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,48,86,3,10,10,3,165,2,1,55,83.1,3,4,Gastroenteritis,0.0,53.1,26.0,26.0,8.8,5.4,3.8,178,Dry Cold,22.8
2007-10-08,Big Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,126,2,15,100,35,2,22,1,2,22,54.4,20,42,Routine Antenatal / Minor Infection / General Checkup,2.5,30.2,30.8,24.6,3.8,3.9,4.3,96,Clear / Pleasant,20.0
2007-10-08,Small Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,12,11,3,10,3,2,36,1,1,18,38.3,1,5,Routine Antenatal / Minor Infection / General Checkup,1.0,45.7,24.3,23.6,2.8,3.4,17.7,128,Clear / Pleasant,26.5
2007-10-09,Big Rural (Delhi Outskirts),Slightly Busy,10,Active Harvest Season,198,93,15,100,97,60,219,48,1,73,93.5,18,29,Minor Farm Trauma,9.6,43.0,22.9,23.2,30.6,22.3,3.1,320,Dust Storm,33.6
2007-10-09,Small Rural (Delhi Outskirts),Slightly Busy,10,Active Harvest Season,58,98,3,10,16,8,117,5,0,117,74.2,3,6,Gastroenteritis,4.1,45.9,28.2,30.2,23.9,11.4,5.0,235,Dust Storm,38.0
2007-10-10,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,141,50,15,100,47,1,70,0,2,35,49.3,15,31,Routine Antenatal / Minor Infection / General Checkup,6.8,42.1,29.4,32.2,7.8,6.1,12.8,95,Clear / Pleasant,21.8
2007-10-10,Small Rural (Delhi Outskirts),Not Busy,9,Off-Season / Sowing,16,21,3,10,7,1,76,0,0,38,63.0,3,5,Routine Antenatal / Minor Infection / General Checkup,1.3,49.2,30.5,16.5,2.2,2.2,15.3,67,Clear / Pleasant,26.3
2007-10-11,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,83,39,15,100,36,2,46,1,4,23,54.1,11,40,Routine Antenatal / Minor Infection / General Checkup,9.2,41.8,26.8,16.9,30.0,19.3,2.1,56,Clear / Pleasant,26.7
2007-10-11,Small Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,22,27,3,10,9,1,72,0,0,24,60.8,2,7,Routine Antenatal / Minor Infection / General Checkup,2.1,44.4,22.3,30.0,9.0,2.1,2.0,50,Clear / Pleasant,25.2
2007-10-12,Big Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,121,44,15,100,33,0,38,0,4,19,50.5,10,45,Routine Antenatal / Minor Infection / General Checkup,8.5,51.2,20.1,39.9,8.3,7.6,3.3,89,Clear / Pleasant,22.1
2007-10-12,Small Rural (Delhi Outskirts),Extremely Busy,7,Off-Season / Sowing,79,139,3,10,21,14,698,11,1,349,100.0,1,2,Snakebite / Waterborne (Cholera/Typhoid),1.7,55.5,29.2,17.7,8.0,7.5,17.1,72,Heavy Monsoon / Flooded Fields,33.7
2007-10-13,Big Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,84,28,15,100,40,2,75,1,2,25,61.9,15,39,Routine Antenatal / Minor Infection / General Checkup,12.7,35.3,31.0,36.3,9.9,3.2,3.9,144,Clear / Pleasant,29.1
2007-10-13,Small Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,13,29,3,10,4,1,58,0,0,29,65.1,2,5,Routine Antenatal / Minor Infection / General Checkup,4.9,47.9,25.8,35.7,20.5,22.1,1.3,66,Clear / Pleasant,23.2
2007-10-14,Big Rural (Delhi Outskirts),Extremely Busy,10,Active Harvest Season,308,112,15,100,102,49,567,41,4,189,96.2,15,37,Severe COPD / Asthma (Stubble Smoke),4.8,47.7,26.8,37.6,18.3,22.3,3.9,462,Heavy Smog / Post-Harvest Burning,26.3
2007-10-14,Small Rural (Delhi Outskirts),Not Busy,4,Active Harvest Season,15,33,3,10,6,0,74,0,1,37,41.5,2,7,Routine Antenatal / Minor Infection / General Checkup,4.8,56.6,21.2,30.3,33.3,14.5,4.6,70,Clear / Pleasant,27.8
2007-10-15,Big Rural (Delhi Outskirts),Extremely Busy,4,Active Harvest Season,357,158,15,100,104,65,459,64,3,459,98.0,6,18,Severe Heatstroke / Thresher Accidents,10.1,58.6,20.4,22.8,18.5,12.4,4.5,234,Extreme Heatwave (Harvesting),41.6
2007-10-15,Small Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,30,25,3,10,10,0,15,0,1,5,49.7,2,6,Routine Antenatal / Minor Infection / General Checkup,4.5,52.2,22.3,35.6,8.7,3.7,3.5,94,Clear / Pleasant,27.3
2007-10-16,Big Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,87,30,15,100,23,2,62,1,1,31,56.2,16,28,Routine Antenatal / Minor Infection / General Checkup,3.2,45.4,20.2,16.9,24.8,23.1,1.5,71,Clear / Pleasant,29.2
2007-10-16,Small Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,30,2,3,10,10,2,22,1,1,11,50.0,2,4,Routine Antenatal / Minor Infection / General Checkup,4.5,46.4,25.9,24.0,39.2,23.4,1.5,56,Clear / Pleasant,23.6
2007-10-17,Big Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,119,2,15,100,47,0,40,0,4,40,53.6,12,31,Routine Antenatal / Minor Infection / General Checkup,2.1,39.6,33.9,22.9,24.1,15.7,1.7,119,Clear / Pleasant,23.5
2007-10-17,Small Rural (Delhi Outskirts),Not Busy,8,Off-Season / Sowing,24,32,3,10,5,1,66,0,0,22,54.9,2,4,Routine Antenatal / Minor Infection / General Checkup,3.1,34.2,18.8,17.8,7.9,7.9,16.0,93,Clear / Pleasant,31.0
2007-10-18,Big Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,222,78,15,100,88,43,198,28,3,66,88.9,14,28,Minor Farm Trauma,10.1,30.7,21.3,23.3,5.1,8.0,19.9,336,Light Rain,11.3
2007-10-18,Small Rural (Delhi Outskirts),Slightly Busy,5,Active Harvest Season,56,94,3,10,26,16,111,15,1,111,80.6,3,7,Pesticide Exposure (Mild),2.6,38.4,23.5,20.0,15.6,14.1,5.0,213,Dry Cold,40.1
2007-10-19,Big Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,129,45,15,100,56,2,19,1,2,19,37.5,13,40,Routine Antenatal / Minor Infection / General Checkup,4.9,49.0,28.7,17.8,29.6,21.9,1.5,129,Clear / Pleasant,31.7
2007-10-19,Small Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,32,23,3,10,7,2,39,1,1,39,36.1,3,4,Routine Antenatal / Minor Infection / General Checkup,3.2,39.0,27.6,34.3,29.9,21.6,1.4,108,Clear / Pleasant,31.9
2007-10-20,Big Rural (Delhi Outskirts),Not Busy,11,Active Harvest Season,84,46,15,100,30,0,36,0,1,12,65.7,19,25,Routine Antenatal / Minor Infection / General Checkup,5.0,34.4,21.8,17.5,38.5,18.0,2.6,97,Clear / Pleasant,30.4
2007-10-20,Small Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,17,43,3,10,4,1,58,0,1,29,42.5,2,6,Routine Antenatal / Minor Infection / General Checkup,1.4,48.8,23.1,15.9,3.9,3.6,14.4,105,Clear / Pleasant,21.2
2007-10-21,Big Rural (Delhi Outskirts),Slightly Busy,2,Off-Season / Sowing,203,79,15,100,91,46,222,40,3,111,88.6,13,25,Minor Farm Trauma,7.7,58.2,22.2,33.8,5.6,3.8,3.8,196,Dry Cold,10.0
2007-10-21,Small Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,12,28,3,10,3,1,84,0,0,28,59.0,2,3,Routine Antenatal / Minor Infection / General Checkup,5.0,49.6,21.4,32.6,9.3,7.5,4.8,115,Clear / Pleasant,20.3
2007-10-22,Big Rural (Delhi Outskirts),Slightly Busy,7,Off-Season / Sowing,237,82,15,100,98,64,74,45,3,74,90.8,19,27,Minor Farm Trauma,5.0,53.2,15.2,30.9,7.9,3.1,18.3,250,Warm/Humid,39.7
2007-10-22,Small Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,10,37,3,10,2,1,51,0,1,17,51.7,2,5,Routine Antenatal / Minor Infection / General Checkup,3.3,53.2,34.8,20.9,3.7,3.0,1.3,72,Clear / Pleasant,29.0
2007-10-23,Big Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,111,20,15,100,37,0,33,0,3,11,31.7,15,34,Routine Antenatal / Minor Infection / General Checkup,4.4,49.0,26.1,22.2,2.4,2.6,1.4,103,Clear / Pleasant,22.6
2007-10-23,Small Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,25,41,3,10,8,0,70,0,0,35,62.0,2,4,Routine Antenatal / Minor Infection / General Checkup,3.4,55.4,32.9,27.2,6.6,6.5,13.2,99,Clear / Pleasant,30.3
2007-10-24,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,94,14,15,100,22,1,24,0,2,12,62.6,11,38,Routine Antenatal / Minor Infection / General Checkup,4.7,57.5,23.3,25.7,6.8,3.0,13.1,87,Clear / Pleasant,22.3
2007-10-24,Small Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,54,91,3,10,15,4,98,3,1,49,71.7,1,5,Viral Fever,3.9,40.1,16.9,31.9,9.6,3.5,17.8,318,Dust Storm,35.2
2007-10-25,Big Rural (Delhi Outskirts),Slightly Busy,4,Active Harvest Season,188,56,15,100,44,18,162,14,4,54,72.6,17,32,Pesticide Exposure (Mild),12.4,49.3,33.6,27.9,19.9,16.2,4.1,158,Light Rain,32.8
2007-10-25,Small Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,14,28,3,10,4,2,32,1,0,32,65.6,3,4,Routine Antenatal / Minor Infection / General Checkup,1.9,57.0,23.7,34.3,8.9,2.6,2.2,103,Clear / Pleasant,22.0
2007-10-26,Big Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,143,15,15,100,29,1,23,0,2,23,51.1,13,33,Routine Antenatal / Minor Infection / General Checkup,14.4,58.8,27.5,36.5,9.7,6.3,3.2,51,Clear / Pleasant,30.2
2007-10-26,Small Rural (Delhi Outskirts),Extremely Busy,5,Active Harvest Season,63,146,3,10,22,13,1296,7,1,432,99.5,1,2,Severe Heatstroke / Thresher Accidents,4.6,51.7,32.9,26.9,32.6,10.3,3.3,160,Extreme Heatwave (Harvesting),47.9
2007-10-27,Big Rural (Delhi Outskirts),Not Busy,1,Off-Season / Sowing,64,3,15,100,28,0,54,0,4,18,34.9,18,38,Routine Antenatal / Minor Infection / General Checkup,8.3,42.6,22.6,26.1,6.7,3.8,1.7,113,Clear / Pleasant,29.8
2007-10-27,Small Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,26,11,3,10,11,1,81,0,1,27,47.1,1,6,Routine Antenatal / Minor Infection / General Checkup,4.0,43.6,30.2,25.7,6.4,7.4,18.9,129,Clear / Pleasant,28.0
2007-10-28,Big Rural (Delhi Outskirts),Slightly Busy,6,Off-Season / Sowing,218,94,15,100,94,44,120,26,1,120,74.0,15,27,Viral Fever,8.8,52.0,27.7,25.4,8.5,5.1,2.1,226,Warm/Humid,37.1
2007-10-28,Small Rural (Delhi Outskirts),Not Busy,10,Active Harvest Season,10,40,3,10,3,1,28,0,0,28,39.5,3,6,Routine Antenatal / Minor Infection / General Checkup,1.6,54.4,31.1,23.6,30.7,23.9,3.3,63,Clear / Pleasant,20.7
2007-10-29,Big Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,87,2,15,100,23,0,66,0,4,33,59.4,14,43,Routine Antenatal / Minor Infection / General Checkup,10.2,30.4,33.8,34.1,6.4,5.4,4.3,60,Clear / Pleasant,25.2
2007-10-29,Small Rural (Delhi Outskirts),Slightly Busy,8,Off-Season / Sowing,38,85,3,10,14,8,321,7,1,107,86.3,1,7,Pesticide Exposure (Mild),0.0,49.0,30.5,36.1,3.8,7.5,10.9,297,Dry Cold,25.2
2007-10-30,Big Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,141,46,15,100,60,2,40,1,2,40,37.3,17,28,Routine Antenatal / Minor Infection / General Checkup,14.1,54.5,15.1,25.3,17.2,17.9,2.2,89,Clear / Pleasant,22.2
2007-10-30,Small Rural (Delhi Outskirts),Slightly Busy,5,Active Harvest Season,38,76,3,10,12,5,222,4,0,111,80.1,3,5,Viral Fever,3.2,49.3,33.4,32.2,39.5,18.6,4.0,167,Warm/Humid,40.6
2007-10-31,Big Rural (Delhi Outskirts),Not Busy,6,Off-Season / Sowing,56,17,15,100,24,1,26,0,3,26,45.3,15,31,Routine Antenatal / Minor Infection / General Checkup,6.1,47.5,30.8,31.2,5.9,6.3,3.3,120,Clear / Pleasant,28.3
2007-10-31,Small Rural (Delhi Outskirts),Slightly Busy,3,Off-Season / Sowing,58,92,3,10,27,12,64,9,1,64,85.5,1,5,Gastroenteritis,1.3,41.2,27.6,29.4,5.0,2.9,3.6,348,Warm/Humid,12.0
2007-11-01,Big Rural (Delhi Outskirts),Slightly Busy,9,Off-Season / Sowing,232,85,15,100,110,57,89,55,4,89,81.0,19,31,Minor Farm Trauma,13.1,33.0,23.2,23.7,3.6,4.0,14.1,188,Dry Cold,28.2
2007-11-01,Small Rural (Delhi Outskirts),Extremely Busy,10,Active Harvest Season,93,153,3,10,37,25,1413,23,0,471,99.3,2,3,Severe COPD / Asthma (Stubble Smoke),1.4,35.8,24.9,39.3,31.3,10.4,3.1,611,Heavy Smog / Post-Harvest Burning,25.4
2007-11-02,Big Rural (Delhi Outskirts),Slightly Busy,5,Active Harvest Season,159,61,15,100,62,24,174,15,3,58,75.2,14,25,Minor Farm Trauma,2.6,40.5,24.6,29.7,27.3,14.5,3.1,238,Light Rain,29.8
2007-11-02,Small Rural (Delhi Outskirts),Not Busy,5,Active Harvest Season,22,34,3,10,4,0,78,0,0,39,40.9,1,4,Routine Antenatal / Minor Infection / General Checkup,2.7,47.8,26.5,31.7,19.7,22.4,2.8,84,Clear / Pleasant,22.7
2007-11-03,Big Rural (Delhi Outskirts),Not Busy,7,Off-Season / Sowing,120,36,15,100,36,0,60,0,1,30,45.0,20,31,Routine Antenatal / Minor Infection / General Checkup,10.9,39.2,30.8,37.6,2.6,8.0,13.1,126,Clear / Pleasant,24.9
2007-11-03,Small Rural (Delhi Outskirts),Not Busy,2,Off-Season / Sowing,16,21,3,10,5,0,70,0,1,35,36.0,1,4,Routine Antenatal / Minor Infection / General Checkup,0.2,43.9,18.1,35.4,4.3,5.3,4.5,75,Clear / Pleasant,31.3
2007-11-04,Big Rural (Delhi Outskirts),Not Busy,3,Off-Season / Sowing,125,38,15,100,38,2,37,1,4,37,51.1,17,37,Routine Antenatal / Minor Infection / General Checkup,14.3,58.9,20.7,19.8,2.4,7.9,4.9,70,Clear / Pleasant,28.5
2007-11-04,Small Rural (Delhi Outskirts),Slightly Busy,10,Active Harvest Season,50,99,3,10,13,5,61,4,0,61,84.9,1,4,Viral Fever,4.2,58.8,26.8,35.9,30.4,14.0,3.6,247,Light Rain,36.1
2007-11-05,Big Rural (Delhi Outskirts),Extremely Busy,5,Active Harvest Season,312,145,15,100,137,106,946,73,5,473,97.4,10,45,Severe Heatstroke / Thresher Accidents,13.9,56.6,27.0,18.0,35.3,18.4,1.0,289,Extreme Heatwave (Harvesting),45.1
2007-11-05,Small Rural (Delhi Outskirts),Not Busy,12,Off-Season / Sowing,18,31,3,10,6,0,37,0,1,37,46.2,2,5,Routine Antenatal / Minor Infection / General Checkup,1.6,39.6,20.4,34.0,8.4,3.5,1.3,78,Clear / Pleasant,23.6
