ed_pts,ed_beds,admits,hosp_beds,vents,longest_wait,last_wait,nedocs_score,ambient_noise_db,arrival_velocity,equipment_chaos_index,target
69,40,10,350,4,8.85,3.29,250.0,88.7,0.26,1.3,250.0
66,40,8,350,4,8.32,2.94,233.6,81.0,0.47,2.7,250.0
70,40,7,350,3,8.35,3.25,250.0,90.5,0.25,2.4,247.8
59,40,9,350,5,8.53,2.34,250.0,79.8,0.1,1.3,246.6
57,40,17,350,3,3.98,2.56,235.6,84.0,0.37,0.8,223.2
68,40,7,350,5,4.85,4.04,240.6,92.4,0.33,2.9,233.8
58,40,10,350,3,4.07,2.62,214.8,84.4,0.4,0.5,250.0
54,40,11,350,5,4.21,1.77,218.7,76.2,0.26,2.1,250.0
60,40,13,350,3,7.69,3.5,250.0,77.2,0.31,1.0,250.0
63,40,17,350,3,4.64,2.92,250.0,74.0,0.18,1.7,243.0
49,40,10,350,5,4.25,1.67,250.0,70.5,0.38,7.4,224.7
65,40,14,350,4,6.82,4.39,234.4,84.3,0.27,1.3,250.0
48,40,7,350,5,4.26,2.74,193.1,89.7,0.13,2.6,250.0
52,40,15,350,4,7.29,4.09,250.0,84.1,0.46,0.6,229.0
63,40,15,350,5,5.15,4.27,239.1,79.5,1.69,3.0,250.0
68,40,10,350,4,3.43,1.67,220.0,87.3,0.46,2.2,250.0
55,40,16,350,5,3.74,2.99,250.0,78.4,0.39,1.0,211.0
72,40,7,350,4,8.34,4.1,250.0,94.1,0.3,1.5,250.0
46,40,14,350,3,7.19,4.2,201.7,73.6,0.37,1.0,250.0
73,40,8,350,4,7.55,2.42,242.6,95.0,1.63,0.2,250.0
54,40,10,350,5,4.38,2.66,245.0,90.1,0.48,2.1,250.0
67,40,15,350,4,3.19,3.77,247.4,86.2,0.38,1.7,236.0
47,40,7,350,3,8.78,2.5,250.0,77.1,0.14,1.3,250.0
48,40,17,350,4,6.76,4.49,224.3,73.8,0.44,8.4,250.0
73,40,14,350,4,4.31,2.67,250.0,86.5,0.23,0.0,243.0
53,40,16,350,4,4.77,2.9,233.6,89.9,2.96,1.1,250.0
63,40,8,350,4,6.03,4.18,239.5,80.4,0.48,2.4,250.0
57,40,18,350,5,7.52,4.45,250.0,79.0,0.46,1.9,250.0
75,40,14,350,4,7.83,3.66,250.0,89.2,0.4,2.8,250.0
55,40,10,350,3,3.6,3.95,250.0,70.6,0.36,1.3,250.0
50,40,9,350,3,4.7,2.72,250.0,66.9,0.32,2.0,250.0
69,40,7,350,5,3.88,2.3,250.0,88.9,0.36,0.7,250.0
75,40,10,350,5,3.76,2.59,250.0,91.9,0.5,2.2,240.6
75,40,17,350,4,5.81,1.58,250.0,93.9,0.36,1.0,250.0
52,40,14,350,5,8.25,3.04,225.4,90.6,0.43,1.7,250.0
47,40,17,350,3,5.66,2.18,250.0,77.0,0.15,1.7,199.6
56,40,16,350,3,8.17,3.52,241.1,83.0,0.22,1.0,250.0
50,40,17,350,3,7.88,1.78,191.4,73.6,0.1,1.3,250.0
54,40,14,350,4,6.93,2.51,250.0,84.0,0.25,1.5,238.8
58,40,16,350,5,3.47,4.0,250.0,92.9,0.14,2.6,226.2
52,40,8,350,5,7.14,1.68,229.8,80.8,0.28,1.0,222.2
55,40,17,350,4,8.18,3.13,215.0,82.9,0.19,0.5,229.6
47,40,18,350,5,8.33,2.8,214.5,74.0,0.46,2.2,250.0
46,40,10,350,5,3.86,3.75,225.0,76.5,0.36,0.5,231.2
75,40,14,350,4,8.08,2.28,250.0,95.0,2.1,0.4,250.0
47,40,10,350,4,4.22,3.15,224.0,85.2,0.16,8.7,250.0
70,40,15,350,4,4.62,2.36,250.0,90.4,0.11,0.6,199.0
63,40,15,350,3,4.66,2.23,222.9,88.9,0.13,1.7,236.1
47,40,9,350,3,6.7,3.96,195.3,73.9,0.33,1.0,250.0
60,40,8,350,4,5.08,2.14,228.2,77.9,1.24,1.0,250.0
71,40,9,350,4,5.82,2.44,250.0,90.8,0.16,0.9,250.0
67,40,17,350,3,5.79,2.05,250.0,86.3,0.4,0.5,250.0
57,40,15,350,5,7.52,2.45,250.0,77.2,0.44,1.7,229.6
72,40,8,350,4,5.3,3.96,250.0,90.7,0.23,1.7,250.0
48,40,15,350,4,8.97,3.3,217.1,77.2,0.14,8.2,250.0
71,40,15,350,4,7.47,4.2,250.0,86.2,0.28,0.6,250.0
58,40,9,350,3,8.37,2.76,229.9,81.1,0.42,1.8,163.5
75,40,7,350,4,3.35,1.87,250.0,90.9,0.29,2.1,247.4
46,40,7,350,3,3.97,1.99,150.9,71.1,0.12,1.2,212.2
63,40,13,350,5,3.86,2.57,235.7,93.6,0.17,2.8,239.6
53,40,7,350,3,3.41,3.81,206.2,75.8,2.94,2.8,250.0
52,40,7,350,5,6.54,2.96,227.2,91.1,0.46,0.4,250.0
60,40,18,350,5,8.9,1.91,247.8,89.1,0.46,2.4,236.0
73,40,18,350,4,8.54,4.35,250.0,93.0,0.16,0.8,249.0
52,40,8,350,5,3.7,2.82,220.7,85.3,0.34,1.9,240.4
75,40,14,350,3,4.09,2.68,243.8,81.7,2.84,2.3,250.0
58,40,10,350,5,3.55,2.28,228.7,87.5,0.17,2.8,250.0
71,40,8,350,3,4.19,2.99,250.0,88.2,0.4,0.5,218.6
52,40,16,350,5,4.71,4.41,250.0,88.2,0.17,0.4,235.4
48,40,10,350,4,6.06,4.18,210.8,73.7,0.2,0.0,211.3
60,40,16,350,3,5.14,2.91,231.4,72.8,0.42,2.4,250.0
52,40,8,350,5,5.17,1.66,208.3,71.3,0.1,1.9,250.0
55,40,18,350,5,6.94,1.78,239.6,88.4,0.48,0.7,250.0
74,40,12,350,4,8.25,3.26,250.0,93.3,0.11,0.9,242.1
74,40,13,350,3,8.04,2.88,250.0,77.6,0.23,1.6,203.0
58,40,16,350,5,5.44,2.1,237.3,79.4,0.18,0.7,224.8
51,40,9,350,3,6.09,1.81,193.9,88.6,0.35,1.2,250.0
59,40,12,350,4,7.2,1.95,219.7,88.5,0.39,0.6,243.6
69,40,9,350,5,7.6,3.31,250.0,89.4,0.15,0.3,250.0
48,40,17,350,4,7.67,2.63,235.7,78.7,0.47,0.4,250.0
75,40,10,350,5,4.32,2.44,250.0,94.5,0.39,2.4,250.0
59,40,11,350,5,6.05,4.12,250.0,90.3,0.25,1.6,250.0
71,40,16,350,5,7.86,3.92,250.0,86.0,0.2,1.8,250.0
67,40,18,350,4,7.08,2.98,250.0,83.4,0.32,2.6,237.4
73,40,9,350,5,7.21,2.65,250.0,91.5,0.4,1.6,250.0
66,40,12,350,4,6.72,3.28,223.5,77.0,0.37,7.5,250.0
63,40,12,350,5,4.61,2.46,250.0,95.0,0.22,0.8,240.6
63,40,16,350,4,3.59,2.69,250.0,83.9,0.24,1.4,250.0
71,40,8,350,3,5.76,2.08,234.5,93.5,0.36,2.6,233.0
60,40,14,350,5,8.24,4.32,250.0,87.4,0.45,9.3,250.0
55,40,17,350,3,8.19,2.09,218.5,87.5,0.26,2.9,205.4
67,40,10,350,4,7.88,3.66,250.0,88.0,0.15,2.5,208.6
46,40,7,350,3,4.77,2.0,191.3,77.4,0.28,2.8,250.0
56,40,7,350,3,6.64,3.63,197.6,81.0,0.41,1.5,250.0
72,40,18,350,4,7.8,3.67,250.0,95.0,0.1,7.5,250.0
51,40,8,350,5,4.96,4.0,244.1,81.3,0.37,1.0,250.0
73,40,13,350,4,6.61,1.71,250.0,91.2,0.24,0.9,210.6
65,40,8,350,5,4.33,3.55,250.0,94.2,1.26,2.4,250.0
47,40,12,350,3,8.15,1.54,203.8,76.4,0.12,2.2,250.0
61,40,16,350,5,4.46,1.58,239.0,88.6,0.45,7.8,235.0
74,40,15,350,4,5.39,4.03,250.0,90.3,0.11,0.2,250.0
49,40,7,350,3,8.02,3.97,201.0,74.7,0.45,0.8,250.0
69,40,7,350,4,7.53,3.24,250.0,95.0,0.36,0.9,250.0
72,40,8,350,5,8.52,4.27,250.0,95.0,0.41,1.5,246.8
69,40,14,350,4,4.1,3.77,249.9,90.8,0.34,2.8,250.0
62,40,8,350,3,8.62,2.42,235.4,89.7,0.2,2.9,250.0
68,40,11,350,4,6.85,3.0,243.2,85.3,0.13,2.8,250.0
75,40,11,350,5,8.82,3.19,250.0,92.6,0.1,2.3,205.8
52,40,14,350,4,8.3,1.89,243.9,80.5,1.95,7.7,250.0
46,40,7,350,4,8.11,3.09,196.2,80.5,0.27,7.9,250.0
61,40,9,350,4,8.93,4.4,226.2,83.3,0.18,2.7,250.0
73,40,7,350,4,6.68,3.99,250.0,89.1,0.16,7.1,228.0
55,40,13,350,3,7.99,1.58,250.0,82.8,0.39,2.6,250.0
47,40,10,350,4,5.81,2.39,200.7,76.2,0.2,2.2,214.5
47,40,18,350,5,4.19,3.54,237.9,80.2,0.19,1.0,242.6
46,40,11,350,4,4.59,2.52,203.8,74.3,0.39,7.1,250.0
64,40,15,350,4,6.28,3.17,236.2,87.4,0.42,2.2,250.0
64,40,13,350,3,7.94,3.26,250.0,79.8,0.32,1.7,250.0
54,40,16,350,4,3.53,4.33,250.0,87.8,0.18,2.9,250.0
66,40,9,350,3,3.77,3.06,244.5,83.6,0.2,2.5,250.0
65,40,16,350,5,4.25,3.2,250.0,92.9,0.3,0.9,250.0
71,40,11,350,5,7.55,3.42,250.0,86.0,0.35,2.1,250.0
64,40,9,350,4,4.38,2.57,250.0,88.6,2.31,1.2,244.8
73,40,7,350,4,6.09,3.34,250.0,81.4,2.59,1.4,250.0
48,40,18,350,4,8.44,1.71,205.9,78.8,0.23,1.1,191.5
54,40,12,350,4,7.06,3.1,226.8,69.3,0.46,2.5,239.4
46,40,16,350,3,6.65,4.18,184.2,74.7,0.28,1.4,250.0
52,40,18,350,3,3.55,2.0,223.7,78.8,0.28,1.4,250.0
62,40,8,350,3,5.51,3.73,250.0,82.9,0.14,2.3,222.4
69,40,18,350,5,3.49,2.82,250.0,95.0,0.39,2.3,250.0
61,40,14,350,3,5.19,2.96,212.2,88.3,2.62,0.5,250.0
60,40,14,350,5,6.13,3.91,250.0,90.2,0.33,0.2,250.0
62,40,13,350,4,4.47,3.0,225.2,90.0,0.4,3.0,250.0
67,40,13,350,3,7.49,4.23,250.0,94.3,0.24,9.5,250.0
61,40,17,350,4,6.52,2.37,250.0,75.9,0.13,1.9,211.5
66,40,15,350,4,5.18,1.97,223.1,91.0,1.21,0.2,250.0
54,40,14,350,3,6.56,1.95,202.9,74.9,0.35,0.2,250.0
67,40,17,350,3,6.55,1.96,248.0,81.4,0.34,2.1,250.0
72,40,10,350,5,7.94,2.04,250.0,91.1,0.17,1.0,208.2
56,40,12,350,3,5.38,3.47,240.4,61.0,0.35,1.3,250.0
57,40,17,350,3,5.45,4.08,202.1,78.7,0.27,7.3,250.0
59,40,13,350,5,6.11,1.65,250.0,92.6,0.17,1.9,247.9
71,40,9,350,4,8.13,3.81,250.0,86.1,0.2,1.3,196.5
68,40,8,350,5,3.93,1.54,238.7,86.6,0.27,0.7,239.6
46,40,12,350,3,3.52,3.09,188.9,70.9,2.79,2.5,250.0
62,40,17,350,3,7.91,4.46,233.1,87.0,0.12,0.1,249.0
75,40,14,350,3,4.27,1.63,243.1,82.6,0.49,0.6,250.0
62,40,16,350,4,5.43,2.85,246.9,82.9,0.32,1.4,248.7
70,40,18,350,3,6.25,3.01,242.9,88.1,0.21,7.2,250.0
53,40,8,350,5,6.13,1.94,239.0,81.4,0.22,2.8,221.1
53,40,8,350,4,8.58,3.95,250.0,86.3,0.4,2.2,248.5
47,40,15,350,4,4.98,1.65,208.0,77.6,0.48,2.6,250.0
65,40,16,350,5,4.54,2.07,234.8,82.8,0.29,2.5,250.0
48,40,17,350,4,5.99,4.16,234.6,76.7,0.47,0.6,250.0
63,40,18,350,3,7.55,1.54,250.0,92.1,0.23,1.6,250.0
74,40,14,350,5,8.29,4.12,250.0,90.9,2.18,0.9,250.0
72,40,8,350,4,3.75,3.99,250.0,86.2,1.63,1.9,250.0
71,40,18,350,5,8.93,4.12,250.0,94.0,0.26,1.4,250.0
58,40,10,350,5,6.28,1.56,238.6,82.4,2.47,1.4,250.0
70,40,9,350,5,8.59,3.41,250.0,90.4,0.35,2.8,248.6
61,40,17,350,4,6.77,3.2,250.0,81.8,0.46,2.1,250.0
60,40,13,350,4,8.57,1.58,233.6,76.5,0.13,2.5,207.1
63,40,17,350,4,7.12,1.78,243.3,81.1,0.44,1.1,250.0
53,40,14,350,3,8.35,3.05,196.4,78.5,0.28,1.2,228.4
60,40,11,350,4,3.49,3.88,239.9,84.1,0.11,2.8,250.0
59,40,9,350,4,3.67,2.32,220.0,81.1,0.33,1.5,250.0
74,40,9,350,4,3.32,2.37,250.0,93.7,0.36,2.0,242.4
48,40,10,350,5,8.57,3.17,243.6,72.8,1.45,1.9,250.0
66,40,14,350,3,3.95,3.84,230.0,83.8,0.14,2.5,250.0
68,40,11,350,3,3.27,2.77,250.0,84.8,0.19,1.0,224.8
62,40,14,350,5,8.67,3.65,246.1,92.3,0.15,1.5,231.2
56,40,8,350,5,6.2,3.77,218.4,80.2,2.99,1.9,250.0
61,40,9,350,3,8.93,2.02,223.7,81.1,0.48,2.9,236.2
68,40,8,350,5,8.46,2.44,250.0,95.0,0.31,1.9,208.9
68,40,9,350,3,4.75,3.51,218.9,93.1,0.27,7.8,250.0
50,40,15,350,3,4.36,3.12,197.6,82.4,0.32,8.3,250.0
63,40,18,350,4,6.72,1.71,250.0,76.4,0.1,0.0,250.0
67,40,9,350,5,5.93,3.85,250.0,81.6,0.42,0.8,250.0
54,40,15,350,5,8.52,1.6,250.0,92.3,0.5,0.8,250.0
73,40,15,350,4,3.86,1.95,247.3,92.5,0.29,1.8,249.4
60,40,14,350,4,5.08,3.9,250.0,82.2,0.46,0.5,215.4
67,40,12,350,3,8.01,2.01,238.7,91.7,0.3,0.1,213.2
54,40,8,350,3,6.31,1.98,206.7,80.5,0.4,0.1,173.8
54,40,7,350,3,3.44,3.55,208.4,74.6,0.29,1.1,241.2
49,40,8,350,3,3.9,3.61,167.5,73.2,0.46,2.1,250.0
46,40,17,350,4,8.96,3.02,233.0,73.3,0.17,0.4,250.0
58,40,11,350,4,3.9,3.81,250.0,78.7,0.37,1.5,250.0
72,40,14,350,5,3.93,1.64,250.0,91.2,0.42,2.3,250.0
65,40,8,350,5,4.91,4.38,250.0,87.2,2.01,1.9,250.0
75,40,8,350,5,4.1,3.71,250.0,87.6,0.39,1.1,250.0
69,40,13,350,4,3.56,3.23,250.0,90.0,0.33,2.5,241.4
67,40,17,350,4,8.64,2.71,250.0,91.4,0.18,0.3,250.0
55,40,11,350,3,8.42,2.36,227.7,84.4,0.11,1.0,250.0
55,40,13,350,5,4.92,4.33,248.4,88.1,0.15,1.6,250.0
69,40,14,350,3,6.02,3.25,250.0,95.0,0.14,7.2,250.0
54,40,9,350,3,8.25,2.26,250.0,77.2,0.41,0.7,229.1
69,40,10,350,4,4.71,1.86,247.5,84.5,0.3,1.4,243.7
49,40,11,350,5,5.33,2.43,220.5,86.3,0.18,1.2,250.0
63,40,15,350,4,7.88,2.26,234.3,90.4,0.36,2.2,250.0
70,40,13,350,4,4.69,2.51,246.2,76.9,0.17,9.6,250.0
71,40,9,350,5,6.86,3.61,250.0,95.0,0.11,1.2,227.4
69,40,12,350,3,3.21,2.27,230.4,82.0,0.21,1.8,226.2
46,40,15,350,4,6.16,3.92,221.5,74.2,0.26,2.0,246.5
53,40,8,350,3,5.06,3.86,216.7,78.4,0.23,1.2,250.0
63,40,15,350,3,6.56,4.07,235.6,84.0,0.4,2.1,250.0
58,40,15,350,4,5.25,3.58,249.9,75.6,0.49,1.7,250.0
69,40,18,350,4,5.63,1.76,247.1,84.1,0.11,1.7,250.0
58,40,13,350,3,4.86,3.54,237.3,81.5,0.3,2.9,250.0
64,40,8,350,4,3.26,3.33,250.0,85.2,0.15,1.3,250.0
75,40,17,350,3,4.34,3.5,250.0,88.1,0.25,0.6,235.8
69,40,13,350,3,7.2,2.09,250.0,90.6,0.12,0.7,250.0
54,40,13,350,3,8.17,2.51,229.9,82.7,0.29,2.9,250.0
57,40,11,350,4,5.04,3.57,250.0,75.5,0.34,0.0,214.0
74,40,8,350,4,8.73,3.81,250.0,90.3,0.21,2.7,229.0
59,40,10,350,3,7.52,1.53,208.9,81.0,0.36,0.8,242.6
60,40,10,350,3,5.93,3.59,216.4,72.1,0.34,0.6,206.6
50,40,12,350,5,4.83,1.78,234.4,80.2,0.3,1.3,250.0
50,40,13,350,3,3.78,4.41,199.4,78.2,0.4,1.5,236.8
52,40,9,350,4,3.32,3.62,250.0,80.6,0.11,8.5,250.0
53,40,10,350,4,8.06,3.34,225.6,88.9,0.3,1.4,250.0
59,40,8,350,3,5.66,3.42,221.0,75.3,0.48,1.1,245.4
56,40,18,350,5,4.62,3.47,250.0,89.0,0.33,0.1,216.8
48,40,18,350,5,3.38,2.77,234.4,87.6,0.35,2.1,250.0
51,40,11,350,4,5.13,1.9,211.5,86.4,0.2,0.8,213.6
63,40,12,350,4,7.47,2.32,250.0,87.7,2.81,7.5,250.0
62,40,14,350,3,8.23,3.38,207.8,83.1,0.17,2.2,250.0
70,40,16,350,5,4.56,3.95,250.0,93.1,1.73,2.8,250.0
67,40,18,350,3,5.43,3.44,250.0,91.4,0.31,1.7,209.1
54,40,8,350,5,3.96,1.7,221.9,83.5,0.39,8.0,250.0
50,40,7,350,3,5.23,3.91,198.5,77.8,0.46,2.2,246.4
72,40,18,350,4,3.93,3.58,250.0,78.9,0.37,0.5,250.0
62,40,15,350,3,7.59,2.71,231.8,86.0,0.44,1.7,247.6
55,40,12,350,4,4.83,2.88,250.0,73.3,0.49,1.8,250.0
66,40,13,350,3,6.62,2.48,235.1,92.5,0.46,0.5,250.0
73,40,14,350,5,3.81,2.56,250.0,92.2,0.18,2.0,250.0
74,40,16,350,3,3.52,1.95,250.0,84.7,0.23,0.0,250.0
70,40,11,350,4,5.16,3.75,250.0,85.2,0.2,2.4,250.0
62,40,13,350,5,6.08,3.71,250.0,83.6,0.38,2.5,230.4
62,40,14,350,3,3.83,4.22,243.2,85.2,0.32,8.5,250.0
50,40,15,350,5,7.06,3.25,216.0,75.7,0.14,0.5,250.0
69,40,10,350,3,3.24,1.57,224.8,84.4,0.24,2.9,212.4
52,40,10,350,3,5.51,3.06,250.0,84.0,0.4,0.6,250.0
57,40,14,350,3,4.96,3.18,198.6,71.8,1.56,2.8,250.0
61,40,17,350,3,5.73,3.7,250.0,84.0,0.38,8.2,250.0
63,40,12,350,4,4.3,3.89,238.0,83.6,0.25,0.7,250.0
58,40,10,350,3,6.44,4.32,216.7,76.4,2.85,2.9,250.0
46,40,18,350,5,6.0,3.24,246.0,81.0,0.47,1.8,250.0
63,40,12,350,3,3.2,3.08,220.2,89.4,0.31,2.1,231.8
69,40,14,350,5,8.88,2.37,250.0,89.7,2.68,0.9,250.0
60,40,8,350,5,5.7,1.63,219.8,84.6,0.35,1.9,219.5
70,40,10,350,4,8.81,2.68,248.8,87.9,0.46,2.7,250.0
63,40,7,350,3,6.29,3.82,207.6,77.2,2.56,1.8,250.0
55,40,18,350,5,5.56,1.97,250.0,85.1,0.44,2.1,250.0
63,40,9,350,5,6.26,3.72,250.0,82.0,2.33,2.7,250.0
75,40,7,350,5,6.23,2.68,250.0,94.8,0.38,2.6,249.2
61,40,9,350,3,3.84,4.16,223.5,80.4,0.1,2.4,237.8
47,40,12,350,5,7.04,4.48,234.4,81.6,0.11,0.8,211.0
48,40,11,350,5,5.15,1.81,227.9,78.4,0.25,2.6,234.4
50,40,7,350,3,7.68,3.89,206.6,77.9,0.32,0.9,250.0
70,40,8,350,3,7.4,3.78,221.6,89.2,0.39,1.5,250.0
68,40,14,350,5,8.1,2.97,248.9,95.0,0.27,2.2,250.0
72,40,13,350,4,3.35,1.86,246.4,88.7,0.45,1.9,250.0
71,40,10,350,4,8.94,3.95,250.0,95.0,0.45,0.6,229.4
57,40,7,350,5,4.24,4.23,250.0,75.5,0.22,2.3,250.0
48,40,11,350,5,5.73,3.13,220.6,81.6,0.15,0.1,250.0
64,40,15,350,5,6.14,4.42,250.0,84.2,0.38,2.7,250.0
75,40,16,350,5,6.4,3.16,250.0,95.0,0.43,0.4,250.0
62,40,18,350,5,3.79,2.29,250.0,93.6,1.92,8.4,250.0
68,40,15,350,5,5.89,3.09,250.0,89.4,1.37,3.0,250.0
56,40,16,350,3,8.91,3.14,228.8,84.2,0.23,2.5,250.0
69,40,12,350,5,7.35,2.69,250.0,93.3,0.45,0.9,250.0
66,40,7,350,5,4.14,4.29,249.3,95.0,0.37,2.8,220.0
68,40,8,350,5,4.05,1.98,250.0,95.0,0.35,0.7,217.3
48,40,17,350,3,6.07,3.53,204.6,81.3,0.24,0.8,250.0
47,40,18,350,5,5.3,1.69,209.6,74.2,0.2,1.5,250.0
67,40,9,350,5,5.91,3.74,250.0,94.3,0.31,7.9,212.8
54,40,7,350,4,6.67,3.81,250.0,82.7,0.35,0.0,250.0
46,40,8,350,4,7.94,2.1,180.5,74.4,2.58,1.3,250.0
66,40,15,350,4,5.76,3.43,250.0,79.4,0.12,2.7,250.0
55,40,9,350,5,4.51,2.67,244.7,91.4,0.4,2.9,250.0
54,40,7,350,4,5.45,3.35,250.0,83.8,1.51,1.4,249.6
71,40,18,350,3,4.46,2.33,250.0,91.0,0.33,8.4,250.0
46,40,7,350,5,8.77,1.83,222.0,82.0,0.23,1.9,250.0
61,40,10,350,5,5.19,3.6,250.0,88.9,0.16,2.9,250.0
46,40,16,350,5,8.29,1.9,250.0,80.4,2.41,1.0,250.0
53,40,17,350,5,7.72,4.25,250.0,84.9,0.49,2.2,250.0
58,40,8,350,4,3.43,4.37,250.0,84.2,0.46,0.8,250.0
54,40,8,350,4,7.51,3.24,250.0,80.3,0.12,1.4,250.0
63,40,11,350,5,7.56,1.94,250.0,82.7,0.26,0.2,250.0
50,40,8,350,3,4.88,4.13,250.0,70.5,0.13,9.9,250.0
74,40,13,350,5,6.97,3.75,250.0,95.0,1.59,2.5,250.0
59,40,17,350,3,4.5,3.01,250.0,75.5,0.28,0.6,242.9
69,40,8,350,4,4.4,2.31,240.9,86.0,0.43,1.9,250.0
65,40,18,350,4,7.17,2.28,236.6,82.0,0.19,2.4,250.0
66,40,18,350,3,6.82,1.93,250.0,87.7,0.39,2.8,250.0
68,40,7,350,5,6.47,3.37,250.0,89.1,0.46,0.5,250.0
62,40,15,350,4,5.53,4.19,250.0,86.6,0.2,2.7,237.2
71,40,14,350,5,3.32,2.4,250.0,93.8,0.5,0.6,250.0
60,40,7,350,3,3.19,4.21,224.8,82.8,0.38,0.9,224.4
59,40,16,350,4,7.18,2.34,250.0,82.0,2.85,2.6,250.0
53,40,7,350,4,5.6,2.26,215.6,79.5,1.64,1.6,250.0
68,40,9,350,5,8.7,1.72,250.0,94.6,0.15,0.5,250.0
74,40,17,350,3,5.39,2.5,250.0,86.0,0.45,2.7,250.0
61,40,16,350,4,6.27,1.99,250.0,85.2,0.14,1.3,250.0
54,40,17,350,4,4.48,2.97,250.0,80.7,0.25,0.5,250.0
72,40,15,350,3,3.46,1.9,250.0,85.5,0.26,0.9,250.0
74,40,7,350,4,8.33,1.65,250.0,92.1,0.39,2.9,235.5
63,40,14,350,5,8.79,3.53,250.0,90.8,0.31,1.9,250.0
48,40,11,350,4,4.89,3.86,219.5,86.3,0.24,0.3,250.0
65,40,7,350,4,6.9,4.21,242.2,90.4,1.36,1.6,250.0
53,40,16,350,5,8.54,3.33,250.0,73.7,0.21,1.2,250.0
61,40,15,350,4,5.84,2.47,250.0,84.6,0.47,2.9,250.0
47,40,16,350,4,6.85,4.17,250.0,80.3,0.22,2.9,250.0
73,40,16,350,5,5.38,2.26,250.0,89.9,0.3,2.5,245.6
61,40,9,350,5,4.06,4.0,249.3,81.0,0.37,2.6,250.0
75,40,9,350,3,7.4,2.37,232.4,83.5,0.42,2.9,250.0
68,40,13,350,4,3.46,4.44,250.0,88.0,0.1,1.8,210.7
63,40,13,350,3,4.06,3.73,245.6,79.0,0.23,2.6,250.0
53,40,11,350,3,3.17,1.94,202.9,78.4,0.15,1.5,238.7
70,40,7,350,5,8.23,4.48,250.0,88.0,0.23,1.1,250.0
48,40,11,350,5,3.48,3.52,231.2,82.9,0.3,2.7,250.0
75,40,7,350,5,8.65,1.67,250.0,95.0,0.26,2.7,250.0
46,40,17,350,4,4.63,3.41,245.6,79.5,0.41,2.7,250.0
62,40,11,350,4,7.76,2.9,250.0,80.5,0.4,0.7,250.0
53,40,10,350,5,8.21,3.49,247.8,82.2,0.22,2.7,250.0
49,40,16,350,5,6.55,4.1,250.0,89.5,0.1,1.8,245.6
73,40,14,350,4,6.52,3.92,250.0,83.7,0.29,2.0,250.0
55,40,10,350,4,7.1,4.22,237.8,86.6,0.33,2.6,250.0
72,40,18,350,5,4.21,1.71,250.0,95.0,0.47,2.4,250.0
68,40,14,350,5,7.23,2.18,250.0,95.0,0.29,0.8,250.0
75,40,7,350,4,5.29,2.08,250.0,91.7,0.12,1.4,226.9
62,40,18,350,3,3.23,3.83,250.0,84.9,0.25,2.3,249.6
49,40,18,350,4,6.45,3.77,220.2,84.9,0.13,1.9,250.0
53,40,16,350,4,7.38,4.33,237.8,82.9,0.16,0.7,210.4
74,40,8,350,4,5.87,3.75,250.0,95.0,0.25,0.9,250.0
53,40,7,350,4,4.65,2.18,205.6,90.0,2.97,7.4,250.0
54,40,18,350,5,4.85,4.33,250.0,71.8,0.35,0.3,250.0
75,40,7,350,3,3.81,2.22,250.0,82.4,0.33,1.5,250.0
75,40,11,350,3,6.76,3.97,250.0,90.8,0.42,1.0,250.0
68,40,15,350,4,7.73,2.73,250.0,86.8,0.17,0.2,250.0
59,40,18,350,4,4.9,2.38,250.0,86.4,0.36,0.9,250.0
49,40,15,350,4,4.91,3.34,250.0,80.8,0.19,2.8,250.0
52,40,13,350,5,8.11,3.77,250.0,88.8,0.14,1.1,250.0
70,40,17,350,3,8.49,4.31,250.0,90.7,0.36,0.1,250.0
47,40,18,350,3,7.62,3.42,250.0,74.0,0.41,3.0,229.4
71,40,14,350,5,3.8,2.31,250.0,85.0,0.39,2.8,250.0
56,40,14,350,4,8.29,1.6,212.8,89.1,0.12,1.5,250.0
65,40,18,350,3,8.15,4.29,250.0,80.5,2.14,1.3,250.0
52,40,16,350,4,8.28,2.09,250.0,82.3,0.48,0.5,232.8
73,40,11,350,4,6.85,1.87,233.5,79.9,0.41,2.7,250.0
73,40,13,350,3,6.62,2.29,223.8,95.0,0.27,0.8,212.2
65,40,8,350,5,6.76,3.63,250.0,95.0,0.23,2.9,250.0
51,40,9,350,4,3.36,3.72,205.3,78.9,0.11,0.3,223.6
69,40,7,350,5,4.63,2.59,250.0,87.0,0.21,0.4,214.0
60,40,12,350,4,6.1,3.4,220.9,87.2,0.48,1.4,250.0
61,40,13,350,3,4.22,1.97,209.4,82.6,0.18,2.8,250.0
69,40,12,350,3,7.58,3.06,250.0,87.3,0.34,1.4,250.0
52,40,12,350,5,3.77,3.65,238.9,77.7,0.27,2.1,250.0
69,40,13,350,5,5.9,3.51,250.0,90.1,0.11,2.2,250.0
51,40,16,350,3,4.88,4.24,250.0,80.8,0.13,1.0,250.0
54,40,7,350,4,7.53,1.53,250.0,89.8,0.43,1.8,179.0
59,40,14,350,5,3.6,3.49,250.0,95.0,0.42,2.9,239.8
47,40,17,350,3,6.52,1.57,166.3,78.9,0.25,1.6,250.0
46,40,8,350,5,4.02,3.81,223.3,78.3,0.26,0.9,208.0
53,40,12,350,3,8.24,2.67,250.0,90.5,0.47,2.9,250.0
63,40,12,350,3,6.27,1.54,200.9,83.6,0.31,3.0,244.2
