Date,Hospital_Type,Daily_Status_Label,Simulated_Month,Tourist_Season_Phase,Total_Patient_Volume,NEDOCS_Total_Score,NEDOCS_Param_1_ED_Total_Beds,NEDOCS_Param_2_Hospital_Total_Beds,NEDOCS_Param_3_ED_Patients_Count,NEDOCS_Param_4_Patients_Waiting_Admit,NEDOCS_Param_5_Longest_Wait_Minutes,NEDOCS_Param_6_Admitted_Waiting_Count,NEDOCS_Param_7_ED_Respirators_In_Use,Average_Wait_Time_Mins,Bed_Occupancy_Rate_%,Active_Doctors_On_Shift,Active_Nurses_On_Shift,Dominant_Chief_Complaint,High_Acuity_ESI_1_2_%,Average_Patient_Age,Pediatric_Patient_%,Geriatric_Patient_%,Total_Tourist_Patient_%,Medical_Tourist_Patient_%,Leisure_Tourist_Patient_%,Air_Quality_Index_AQI,Weather_Condition,Avg_Temperature_C
10/23/2006,Small Urban (Delhi),Slightly Busy,2,Peak Tourist Season (Oct-Mar),125,72,15,60,32,13,228,7,3,57,81.3,7,14,Viral Fever / Influenza,6.8,46.1,13.1,19.3,6.7,2.8,3.9,318,Moderate Smog,35.2
10/24/2006,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),285,39,60,850,112,3,114,2,14,38,54.7,54,129,Routine Health Checkup / Minor Elective Ailment,13.5,37.7,26.9,19.8,20.4,10.2,10.2,147,Clear / Sunny & Pleasant,28.8
10/24/2006,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),72,42,15,60,21,2,104,1,4,26,71.3,10,28,Routine Health Checkup / Minor Elective Ailment,5,46.2,24.1,12.3,3.6,1.4,2.2,108,Clear / Sunny & Pleasant,25
10/25/2006,Big Urban (Delhi),Slightly Busy,2,Peak Tourist Season (Oct-Mar),662,57,60,850,194,88,368,68,18,92,90,35,93,Allergies / Minor Respiratory,14.3,54.3,21.6,30.7,13.3,5.6,7.7,246,Moderate Smog,23.5
10/25/2006,Small Urban (Delhi),Slightly Busy,12,Peak Tourist Season (Oct-Mar),108,89,15,60,37,22,520,11,2,130,91.9,8,21,Viral Fever / Influenza,3.1,35.2,15.7,29.7,5.4,3.6,1.8,351,Pleasant Haze,23.8
10/26/2006,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),408,15,60,850,125,0,72,0,20,24,61.4,41,96,Routine Health Checkup / Minor Elective Ailment,10.5,51.6,14.2,31.8,15.4,7,8.4,148,Clear / Sunny & Pleasant,23.7
10/26/2006,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),77,11,15,60,22,3,123,1,4,41,61.5,8,25,Routine Health Checkup / Minor Elective Ailment,5.2,35.3,15,27.2,4.7,3.1,1.6,148,Clear / Sunny & Pleasant,23.4
10/27/2006,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),280,26,60,850,91,3,90,2,13,30,61.8,39,107,Routine Health Checkup / Minor Elective Ailment,8.9,40.6,26.7,19.7,4.8,2.2,2.6,127,Clear / Sunny & Pleasant,27
10/27/2006,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),88,30,15,60,34,2,138,1,4,46,66.6,7,27,Routine Health Checkup / Minor Elective Ailment,1.1,28.3,16.8,23.5,5.6,2.6,3,108,Clear / Sunny & Pleasant,24.1
10/28/2006,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),362,11,60,850,130,2,72,1,11,36,62.4,37,92,Routine Health Checkup / Minor Elective Ailment,20.6,46.2,17.4,15.9,9.8,5.3,4.5,87,Clear / Sunny & Pleasant,22.5
10/28/2006,Small Urban (Delhi),Slightly Busy,2,Peak Tourist Season (Oct-Mar),171,88,15,60,57,20,460,13,1,115,89.1,9,18,Orthopedic / Minor Trauma,5.6,51.4,21.3,22.2,2.7,1.8,0.9,252,Warm / Dusty,24.3
10/29/2006,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),334,24,60,850,123,2,192,1,13,48,52.8,42,104,Routine Health Checkup / Minor Elective Ailment,9.8,43.5,18,33.1,19.9,12.3,7.6,142,Clear / Sunny & Pleasant,28.8
10/29/2006,Small Urban (Delhi),Slightly Busy,6,Off-Peak Tourist Season (Apr-Sep),137,81,15,60,54,16,248,12,3,62,83,12,25,Orthopedic / Minor Trauma,2.8,42.5,18.4,22.4,1.3,0.7,0.6,380,Moderate Smog,24
10/30/2006,Big Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),394,6,60,850,147,0,90,0,19,30,71.9,37,99,Routine Health Checkup / Minor Elective Ailment,22.8,32.8,15.8,30.4,4.8,2.9,1.9,72,Clear / Sunny & Pleasant,24.2
10/30/2006,Small Urban (Delhi),Slightly Busy,12,Peak Tourist Season (Oct-Mar),110,97,15,60,33,9,216,5,4,54,83,7,16,Viral Fever / Influenza,3.1,54.4,19.9,34.5,4.4,2.6,1.8,228,Warm / Dusty,35.9
10/31/2006,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),236,15,60,850,69,2,120,1,13,30,47.8,46,133,Routine Health Checkup / Minor Elective Ailment,8.5,49.9,20.6,37.5,20.8,10.4,10.4,83,Clear / Sunny & Pleasant,20.7
10/31/2006,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),99,24,15,60,25,2,124,1,4,31,72.7,7,19,Routine Health Checkup / Minor Elective Ailment,3.5,56.8,10.3,32.9,1.2,0.6,0.6,76,Clear / Sunny & Pleasant,25.6
11/1/2006,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),355,0,60,850,123,0,196,0,8,49,44.7,54,116,Routine Health Checkup / Minor Elective Ailment,9.1,44.5,15.4,37.2,20.3,9.3,11,131,Clear / Sunny & Pleasant,31.5
11/1/2006,Small Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),59,33,15,60,19,3,30,2,2,10,43.8,10,15,Routine Health Checkup / Minor Elective Ailment,4.4,49.5,28,30.9,4.3,2.3,2,75,Clear / Sunny & Pleasant,23.7
11/2/2006,Big Urban (Delhi),Slightly Busy,12,Peak Tourist Season (Oct-Mar),577,51,60,850,172,53,396,37,13,99,85.7,50,119,Viral Fever / Influenza,23.7,32.2,12.4,13.6,22.2,9.9,12.3,222,Moderate Smog,18.4
11/2/2006,Small Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),164,58,15,60,53,15,146,8,2,73,79.7,9,23,Allergies / Minor Respiratory,4.1,29.5,14.4,21.6,5,2.1,2.9,249,Pleasant Haze,27.5
11/3/2006,Big Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),420,54,60,850,145,71,592,58,18,148,78.5,52,108,Orthopedic / Minor Trauma,8.1,38.7,19.1,37.9,12.1,5.1,7,362,Light Rain / Humid,34.1
11/3/2006,Small Urban (Delhi),Extremely Busy,8,Off-Peak Tourist Season (Apr-Sep),198,142,15,60,62,29,588,25,1,294,94.1,6,17,Severe Dengue / Malaria / Cholera Outbreak,6.4,46.4,27.2,22,2.4,1.3,1.1,72,Heavy Monsoon / Waterlogging,35.9
11/4/2006,Big Urban (Delhi),Extremely Busy,12,Peak Tourist Season (Oct-Mar),1023,120,60,850,360,239,1960,152,17,490,96.9,27,97,Severe Asthma / COPD / Cardiac Crisis,23.9,28.7,21.7,12.1,25.8,11.5,14.3,780,Severe Smog / Cold Wave,9
11/4/2006,Small Urban (Delhi),Slightly Busy,2,Peak Tourist Season (Oct-Mar),139,60,15,60,47,17,106,10,3,53,77.1,10,19,Allergies / Minor Respiratory,4.7,47,8.4,16.6,3.8,2.4,1.4,238,Light Rain / Humid,29.2
11/5/2006,Big Urban (Delhi),Slightly Busy,12,Peak Tourist Season (Oct-Mar),682,92,60,850,262,144,237,94,9,79,79.8,42,100,Allergies / Minor Respiratory,13.8,44.7,15.2,13.9,15.9,11.1,4.8,318,Pleasant Haze,24
11/5/2006,Small Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),63,26,15,60,24,0,60,0,2,30,68.8,12,27,Routine Health Checkup / Minor Elective Ailment,4,46.8,14.3,34.8,4.4,1.9,2.5,125,Clear / Sunny & Pleasant,26.7
11/6/2006,Big Urban (Delhi),Extremely Busy,7,Off-Peak Tourist Season (Apr-Sep),738,127,60,850,187,117,776,93,26,388,99.9,36,110,Severe Dengue / Malaria / Cholera Outbreak,24.8,38.2,11.7,25.8,9.3,4.9,4.4,96,Heavy Monsoon / Waterlogging,30.7
11/6/2006,Small Urban (Delhi),Slightly Busy,12,Peak Tourist Season (Oct-Mar),109,80,15,60,35,21,532,12,3,133,90.3,7,18,Gastrointestinal Infection,1.6,51.8,12,15.7,3.2,1.9,1.3,308,Warm / Dusty,24.2
11/7/2006,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),320,12,60,850,99,3,132,2,9,44,52.2,42,94,Routine Health Checkup / Minor Elective Ailment,18.9,35.6,9.7,37.7,18.7,11,7.7,131,Clear / Sunny & Pleasant,22
11/7/2006,Small Urban (Delhi),Slightly Busy,8,Off-Peak Tourist Season (Apr-Sep),101,89,15,60,27,12,278,6,2,139,85.3,10,24,Orthopedic / Minor Trauma,6.9,34.1,16.1,34.7,2.9,1.3,1.6,399,Light Rain / Humid,24.9
11/8/2006,Big Urban (Delhi),Slightly Busy,3,Peak Tourist Season (Oct-Mar),423,67,60,850,141,56,417,28,9,139,82.2,49,119,Allergies / Minor Respiratory,9,37.3,8.2,18,17.6,8.8,8.8,295,Warm / Dusty,39.5
11/8/2006,Small Urban (Delhi),Extremely Busy,8,Off-Peak Tourist Season (Apr-Sep),196,187,15,60,77,44,525,36,5,175,96.9,7,17,Severe Dengue / Malaria / Cholera Outbreak,7.1,39.5,13.3,31.4,1.9,1,0.9,139,Heavy Monsoon / Waterlogging,31.6
11/9/2006,Big Urban (Delhi),Extremely Busy,8,Off-Peak Tourist Season (Apr-Sep),950,164,60,850,256,150,488,75,30,244,98.3,53,122,Severe Dengue / Malaria / Cholera Outbreak,8,49.6,18.4,36.1,9.7,6.5,3.2,146,Heavy Monsoon / Waterlogging,34.2
11/9/2006,Small Urban (Delhi),Extremely Busy,1,Peak Tourist Season (Oct-Mar),213,157,15,60,82,29,1104,25,3,368,94.6,6,19,Severe Asthma / COPD / Cardiac Crisis,7.9,47.7,20.1,24.9,3.1,1.3,1.8,652,Severe Smog / Cold Wave,13
11/10/2006,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),395,25,60,850,152,2,98,1,13,49,57.2,46,133,Routine Health Checkup / Minor Elective Ailment,14.5,41.5,12.5,17.9,21,10.4,10.6,63,Clear / Sunny & Pleasant,23.6
11/10/2006,Small Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),153,53,15,60,48,17,160,14,4,80,77.8,9,18,Orthopedic / Minor Trauma,4.3,56.5,9.7,22.9,5.6,3.2,2.4,360,Pleasant Haze,31.2
11/11/2006,Big Urban (Delhi),Extremely Busy,1,Peak Tourist Season (Oct-Mar),795,189,60,850,250,119,532,92,12,266,97.7,53,116,Severe Asthma / COPD / Cardiac Crisis,6.4,45.1,11.1,31.7,23.3,10.4,12.9,533,Severe Smog / Cold Wave,8.9
11/11/2006,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),47,1,15,60,17,0,36,0,1,18,41.7,10,26,Routine Health Checkup / Minor Elective Ailment,1.9,49.7,26.4,31.4,5.6,3.3,2.3,108,Clear / Sunny & Pleasant,26
11/12/2006,Big Urban (Delhi),Slightly Busy,3,Peak Tourist Season (Oct-Mar),424,88,60,850,147,67,516,34,10,129,91.8,51,124,Gastrointestinal Infection,16.6,29.1,19.9,18.2,21.2,10.8,10.4,244,Pleasant Haze,30.2
11/12/2006,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),73,37,15,60,26,2,164,1,4,41,66,8,22,Routine Health Checkup / Minor Elective Ailment,7.9,33.3,19.5,27.3,6.7,3.1,3.6,61,Clear / Sunny & Pleasant,23.4
11/13/2006,Big Urban (Delhi),Extremely Busy,9,Off-Peak Tourist Season (Apr-Sep),800,144,60,850,249,105,764,62,24,191,94.6,46,120,Severe Dengue / Malaria / Cholera Outbreak,10.8,32.7,27.1,30.2,7,3.7,3.3,71,Heavy Monsoon / Waterlogging,30.7
11/13/2006,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),53,20,15,60,13,0,42,0,3,14,61.5,8,15,Routine Health Checkup / Minor Elective Ailment,4.8,52.6,24,12.3,4,2.1,1.9,76,Clear / Sunny & Pleasant,21.4
11/14/2006,Big Urban (Delhi),Slightly Busy,9,Off-Peak Tourist Season (Apr-Sep),503,99,60,850,197,54,308,27,17,77,86.2,35,113,Viral Fever / Influenza,9.9,29.6,15.3,22.6,9,5.2,3.8,223,Light Rain / Humid,39.1
11/14/2006,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),50,6,15,60,16,0,93,0,2,31,41.4,11,21,Routine Health Checkup / Minor Elective Ailment,3,54.6,14.9,17.4,2,1.1,0.9,149,Clear / Sunny & Pleasant,25.9
11/15/2006,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),327,24,60,850,114,1,148,0,9,37,41,49,133,Routine Health Checkup / Minor Elective Ailment,24.8,31.9,19.6,36.3,25.9,12.1,13.8,76,Clear / Sunny & Pleasant,20.7
11/15/2006,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),87,25,15,60,26,1,57,0,2,19,54.4,6,23,Routine Health Checkup / Minor Elective Ailment,3.5,43,16.3,21.5,6.8,3.4,3.4,114,Clear / Sunny & Pleasant,23.5
11/16/2006,Big Urban (Delhi),Slightly Busy,6,Off-Peak Tourist Season (Apr-Sep),607,78,60,850,199,75,340,57,19,85,89.8,47,109,Orthopedic / Minor Trauma,7.2,55.1,12.9,20.8,7.3,3.4,3.9,266,Light Rain / Humid,35.9
11/16/2006,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),56,38,15,60,19,1,111,0,1,37,52.6,7,20,Routine Health Checkup / Minor Elective Ailment,6.9,45.5,23.5,16.5,2.2,0.9,1.3,102,Clear / Sunny & Pleasant,28.5
11/17/2006,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),400,20,60,850,146,1,114,0,15,38,41.8,48,116,Routine Health Checkup / Minor Elective Ailment,8.2,40.6,21.5,21.3,14.7,8.7,6,129,Clear / Sunny & Pleasant,23
11/17/2006,Small Urban (Delhi),Slightly Busy,12,Peak Tourist Season (Oct-Mar),101,65,15,60,28,14,201,8,2,67,76.8,7,15,Orthopedic / Minor Trauma,4.8,53.8,21.2,13.4,3.2,2.1,1.1,375,Pleasant Haze,40.4
11/18/2006,Big Urban (Delhi),Extremely Busy,12,Peak Tourist Season (Oct-Mar),908,144,60,850,231,100,602,52,27,301,99.3,32,96,Severe Asthma / COPD / Cardiac Crisis,6.5,29.3,15,34.9,22.2,14.1,8.1,639,Severe Smog / Cold Wave,5.3
11/18/2006,Small Urban (Delhi),Slightly Busy,7,Off-Peak Tourist Season (Apr-Sep),178,76,15,60,46,28,189,16,1,63,90.9,9,25,Gastrointestinal Infection,7.4,52.7,22.5,28.6,2.4,1.4,1,222,Pleasant Haze,38.8
11/19/2006,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),229,8,60,850,88,3,58,1,11,29,43,48,103,Routine Health Checkup / Minor Elective Ailment,24.2,33.8,10.7,28.2,26.3,14.4,11.9,65,Clear / Sunny & Pleasant,22.8
11/19/2006,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),71,28,15,60,18,2,84,1,4,42,65.4,10,24,Routine Health Checkup / Minor Elective Ailment,3.7,40.5,27.8,25.3,6.4,3.4,3,136,Clear / Sunny & Pleasant,23.5
11/20/2006,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),397,1,60,850,106,2,105,1,10,35,58.5,38,105,Routine Health Checkup / Minor Elective Ailment,15.4,45,17.9,21.5,25.1,15.2,9.9,97,Clear / Sunny & Pleasant,25.6
11/20/2006,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),85,15,15,60,24,3,90,2,1,45,65.6,10,28,Routine Health Checkup / Minor Elective Ailment,1.3,43.7,25.2,22.9,2.4,1.3,1.1,149,Clear / Sunny & Pleasant,28.2
11/21/2006,Big Urban (Delhi),Slightly Busy,9,Off-Peak Tourist Season (Apr-Sep),605,85,60,850,201,102,225,53,10,75,80.4,49,115,Viral Fever / Influenza,17.8,34.8,22.2,33.9,5.1,2.8,2.3,220,Light Rain / Humid,26.5
11/21/2006,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),64,18,15,60,21,3,98,2,1,49,51.5,10,22,Routine Health Checkup / Minor Elective Ailment,5.9,40.1,9.9,17.9,2.8,1.4,1.4,65,Clear / Sunny & Pleasant,21.3
11/22/2006,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),411,50,60,850,119,0,94,0,18,47,67.8,50,128,Routine Health Checkup / Minor Elective Ailment,18.9,33.7,25.4,33.9,22.7,13.5,9.2,90,Clear / Sunny & Pleasant,31.2
11/22/2006,Small Urban (Delhi),Slightly Busy,4,Off-Peak Tourist Season (Apr-Sep),174,73,15,60,66,16,280,11,1,70,83.4,8,26,Viral Fever / Influenza,4.9,53,9.2,31.6,0.5,0.3,0.2,345,Moderate Smog,38.5
11/23/2006,Big Urban (Delhi),Extremely Busy,8,Off-Peak Tourist Season (Apr-Sep),978,166,60,850,307,163,471,98,13,157,95,42,119,Severe Dengue / Malaria / Cholera Outbreak,16.2,29.3,24,13.4,3.5,1.5,2,158,Heavy Monsoon / Waterlogging,35.5
11/23/2006,Small Urban (Delhi),Slightly Busy,9,Off-Peak Tourist Season (Apr-Sep),103,84,15,60,34,10,270,8,4,135,84.3,10,16,Viral Fever / Influenza,8.5,57.1,15.6,35.4,0.2,0.1,0.1,198,Moderate Smog,33.7
11/24/2006,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),355,33,60,850,133,3,75,2,13,25,72.8,44,134,Routine Health Checkup / Minor Elective Ailment,6.4,29.9,11.4,18.3,19.6,12.3,7.3,126,Clear / Sunny & Pleasant,21.7
11/24/2006,Small Urban (Delhi),Slightly Busy,5,Off-Peak Tourist Season (Apr-Sep),132,96,15,60,36,18,232,15,3,116,90.1,11,16,Orthopedic / Minor Trauma,7.4,50.9,9.8,19,1.7,1.1,0.6,376,Light Rain / Humid,20.5
11/25/2006,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),234,50,60,850,63,2,123,1,15,41,60.4,52,105,Routine Health Checkup / Minor Elective Ailment,23.1,30.2,26,33.1,18,10.1,7.9,126,Clear / Sunny & Pleasant,26.3
11/25/2006,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),61,31,15,60,24,2,104,1,3,26,65.6,12,15,Routine Health Checkup / Minor Elective Ailment,8.2,41.1,22.4,29,0.5,0.3,0.2,105,Clear / Sunny & Pleasant,24.2
11/26/2006,Big Urban (Delhi),Slightly Busy,7,Off-Peak Tourist Season (Apr-Sep),641,84,60,850,239,108,504,67,12,126,82.2,52,90,Allergies / Minor Respiratory,21.3,48.4,26.2,16.1,9.2,6,3.2,178,Light Rain / Humid,34.7
11/26/2006,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),62,29,15,60,20,3,81,1,4,27,68,8,28,Routine Health Checkup / Minor Elective Ailment,4.7,31.8,22.3,16.5,5.1,2.8,2.3,145,Clear / Sunny & Pleasant,29.8
11/27/2006,Big Urban (Delhi),Slightly Busy,12,Peak Tourist Season (Oct-Mar),458,89,60,850,138,53,176,46,19,88,79.5,40,110,Gastrointestinal Infection,12.1,38.7,14.8,32.8,28,18.5,9.5,290,Warm / Dusty,40.2
11/27/2006,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),55,17,15,60,16,1,48,0,2,16,72.1,6,20,Routine Health Checkup / Minor Elective Ailment,7.4,44.8,23.5,16.1,5.7,4,1.7,142,Clear / Sunny & Pleasant,20.7
11/28/2006,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),287,41,60,850,88,0,180,0,19,45,54.3,54,105,Routine Health Checkup / Minor Elective Ailment,6.4,50.1,9,15.3,17.1,11,6.1,112,Clear / Sunny & Pleasant,27.5
11/28/2006,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),53,9,15,60,14,1,80,0,2,40,50.1,8,20,Routine Health Checkup / Minor Elective Ailment,6.1,41.5,12.2,30.7,2.4,1.4,1,111,Clear / Sunny & Pleasant,21.2
11/29/2006,Big Urban (Delhi),Slightly Busy,7,Off-Peak Tourist Season (Apr-Sep),598,67,60,850,190,52,272,38,13,68,85.4,43,96,Viral Fever / Influenza,10.2,40.7,9.2,26.8,4.6,2.2,2.4,252,Moderate Smog,33.6
11/29/2006,Small Urban (Delhi),Slightly Busy,4,Off-Peak Tourist Season (Apr-Sep),129,66,15,60,39,23,120,19,1,60,87.6,8,27,Orthopedic / Minor Trauma,2.9,49.4,14.4,28.8,0.7,0.5,0.2,223,Warm / Dusty,26.5
11/30/2006,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),280,40,60,850,73,1,45,0,17,15,43.1,49,132,Routine Health Checkup / Minor Elective Ailment,23.8,55.3,16.9,21.6,19.5,12.6,6.9,129,Clear / Sunny & Pleasant,31.4
11/30/2006,Small Urban (Delhi),Slightly Busy,7,Off-Peak Tourist Season (Apr-Sep),123,99,15,60,35,13,572,7,4,143,75.2,10,26,Orthopedic / Minor Trauma,7.9,30.8,11.8,28.4,0.4,0.2,0.2,392,Moderate Smog,24.8
12/1/2006,Big Urban (Delhi),Slightly Busy,4,Off-Peak Tourist Season (Apr-Sep),484,80,60,850,165,82,132,69,9,66,76.8,42,105,Orthopedic / Minor Trauma,11.2,28.2,8.2,26.7,4.8,2.8,2,332,Moderate Smog,37.5
12/1/2006,Small Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),62,41,15,60,20,3,44,2,1,22,64.5,10,22,Routine Health Checkup / Minor Elective Ailment,7.7,34.8,27.3,35.5,6.7,3.1,3.6,134,Clear / Sunny & Pleasant,23
12/2/2006,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),281,29,60,850,84,2,144,1,13,36,64,36,103,Routine Health Checkup / Minor Elective Ailment,8.8,56.4,24.3,23,12.8,6.1,6.7,89,Clear / Sunny & Pleasant,25.8
12/2/2006,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),88,7,15,60,23,3,40,2,3,10,44.4,7,19,Routine Health Checkup / Minor Elective Ailment,2.6,55,19.2,36.1,3.9,2,1.9,78,Clear / Sunny & Pleasant,30.2
12/3/2006,Big Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),652,95,60,850,231,81,230,50,20,115,84.9,43,123,Allergies / Minor Respiratory,14.5,58,9.4,22,26.8,13.3,13.5,351,Pleasant Haze,34.4
12/3/2006,Small Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),50,16,15,60,19,1,160,0,1,40,64.4,9,15,Routine Health Checkup / Minor Elective Ailment,6.2,31.1,17,27.6,5.8,3.5,2.3,99,Clear / Sunny & Pleasant,23.2
12/4/2006,Big Urban (Delhi),Slightly Busy,10,Peak Tourist Season (Oct-Mar),628,90,60,850,216,90,520,72,18,130,79.2,46,125,Gastrointestinal Infection,23,47.9,22.6,24.8,28,14.7,13.3,245,Moderate Smog,31.6
12/4/2006,Small Urban (Delhi),Slightly Busy,9,Off-Peak Tourist Season (Apr-Sep),176,54,15,60,56,33,152,23,4,76,89.8,8,20,Gastrointestinal Infection,2.5,53.8,17.9,36.5,1.2,0.7,0.5,285,Pleasant Haze,33.6
12/5/2006,Big Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),304,43,60,850,95,2,64,1,17,32,68.8,50,130,Routine Health Checkup / Minor Elective Ailment,22.1,31,12.1,28,19.7,12.6,7.1,110,Clear / Sunny & Pleasant,25.5
12/5/2006,Small Urban (Delhi),Extremely Busy,9,Off-Peak Tourist Season (Apr-Sep),248,116,15,60,80,51,912,26,5,228,97.4,7,12,Severe Dengue / Malaria / Cholera Outbreak,7.4,41.7,12.6,34.3,0.8,0.5,0.3,137,Heavy Monsoon / Waterlogging,34.7
12/6/2006,Big Urban (Delhi),Extremely Busy,9,Off-Peak Tourist Season (Apr-Sep),1012,162,60,850,312,180,561,151,14,187,99.5,37,85,Severe Dengue / Malaria / Cholera Outbreak,25.4,43.3,16.1,36.6,3.9,2.2,1.7,120,Heavy Monsoon / Waterlogging,29.2
12/6/2006,Small Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),98,21,15,60,36,1,124,0,2,31,58.3,9,27,Routine Health Checkup / Minor Elective Ailment,5.7,39.8,24.3,16.1,2.6,1.7,0.9,101,Clear / Sunny & Pleasant,21
12/7/2006,Big Urban (Delhi),Slightly Busy,8,Off-Peak Tourist Season (Apr-Sep),523,66,60,850,192,54,272,34,12,136,81.1,42,92,Allergies / Minor Respiratory,25.1,29,26.1,27.6,8.4,4.8,3.6,296,Light Rain / Humid,20.6
12/7/2006,Small Urban (Delhi),Not Busy,3,Peak Tourist Season (Oct-Mar),64,42,15,60,16,0,96,0,3,24,41,7,24,Routine Health Checkup / Minor Elective Ailment,6.1,51.6,20.5,18.9,4.3,2.3,2,95,Clear / Sunny & Pleasant,28.3
12/8/2006,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),312,23,60,850,87,1,82,0,15,41,61.2,45,97,Routine Health Checkup / Minor Elective Ailment,15.2,34.6,23.5,32.6,14.7,9,5.7,94,Clear / Sunny & Pleasant,29.1
12/8/2006,Small Urban (Delhi),Not Busy,4,Off-Peak Tourist Season (Apr-Sep),53,11,15,60,16,0,66,0,3,33,63.5,11,19,Routine Health Checkup / Minor Elective Ailment,2.5,34.8,9.9,23.5,0.7,0.4,0.3,137,Clear / Sunny & Pleasant,24.7
12/9/2006,Big Urban (Delhi),Not Busy,10,Peak Tourist Season (Oct-Mar),336,20,60,850,100,1,76,0,18,19,50.1,55,106,Routine Health Checkup / Minor Elective Ailment,25.4,55.2,11.4,28.8,22.2,9.2,13,113,Clear / Sunny & Pleasant,21.5
12/9/2006,Small Urban (Delhi),Slightly Busy,8,Off-Peak Tourist Season (Apr-Sep),117,63,15,60,45,20,228,11,2,114,89.6,10,17,Allergies / Minor Respiratory,7.7,36.1,24.5,32.1,2.1,1,1.1,244,Moderate Smog,30.6
12/10/2006,Big Urban (Delhi),Slightly Busy,12,Peak Tourist Season (Oct-Mar),528,57,60,850,169,76,392,56,15,98,87.6,54,106,Orthopedic / Minor Trauma,25.7,49.5,22.1,33.4,19.2,8.7,10.5,389,Warm / Dusty,29.3
12/10/2006,Small Urban (Delhi),Slightly Busy,1,Peak Tourist Season (Oct-Mar),165,67,15,60,65,35,225,28,4,75,78.3,11,24,Allergies / Minor Respiratory,2.1,40,17.6,37.4,3.4,1.5,1.9,173,Moderate Smog,35.3
12/11/2006,Big Urban (Delhi),Not Busy,2,Peak Tourist Season (Oct-Mar),297,43,60,850,74,3,84,1,19,42,66.8,51,122,Routine Health Checkup / Minor Elective Ailment,14.6,57.3,21.6,36.6,19.4,11.5,7.9,109,Clear / Sunny & Pleasant,22.8
